doc_code	item_id	title	snippet	text_url	enhanced_url
hojin_aramashi_2025	s020	別表八(一) 受取配当等の益金不算入に関する明細書	[page 1] 別表八(一) ｢受取配当等の益金不算入に関する明細書」 記載要領 はこちら 「完全子法人株式等」の各欄 完全子法人株式等に係る配当等について記載します。 この場合の完全子法人株式等とは 、その配当等の額の計算期間の初日か…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s020.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s020.html
hojin_aramashi_2025	s021	別表十一(一) 個別評価金銭債権に係る貸倒引当金の損金算入に関する明細書	[page 1] 別表十一(一) ｢個別評価金銭債権に係る貸倒引当金の損金算入に関する明細書」 「個別評価の事由3」 「令第96条第1項第 号 該当」の空欄には、個別評 価の事由が令第96条第1項各号｟貸倒引当金勘定への繰 入限度額｠のい…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s021.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s021.html
hojin_aramashi_2025	s022	別表十一(一の二) 一括評価金銭債権に係る貸倒引当金の損金算入に関する明細書	[page 1] 別表十一(一の二) ｢一括評価金銭債権に係る貸倒引当金の損金算入に関する明細書」 記載要領 はこちら 法第52条第1項第3号｟貸倒引当金｠に掲げる法人(同条第6項の規定を適用する場合にあっては、適格分割等の直前の時を事業…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s022.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s022.html
hojin_aramashi_2025	s023	別表十四(二) 寄附金の損金算入に関する明細書	[page 1] 別表十四(二) ｢寄附金の損金算入に関する明細書」 記載要領 はこちら この別表は、指定寄附金等、公益の増進に著しく寄与する法人(以下この別表の留意点において「特定公益増進法人」といいます。)若しくは認定特定非営利活動法…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s023.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s023.html
hojin_aramashi_2025	s024	別表十五 交際費等の損金算入に関する明細書	[page 1] 別表十五 ｢交際費等の損金算入に関する明細書」 措置法第61条の4第1項｟交際費等の損金不算入｠に規定する接待飲食費とは、交際費等のうち飲食その他これに類する行為のために要する費用(専らその法人 の役員若しくは従業員又は…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s024.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s024.html
hojin_aramashi_2025	s025-part-01	別表十六(一) 旧定額法又は定額法による減価償却資産の償却額の計算に関する明細書 (part 1/2)	[page 1] 別表十六(一) ｢旧定額法又は定額法による減価償却資産の償却額の計算に関する明細書」 記載要領 はこちら 取得等をした減価償却資産で取得価額が30万円未満であるものについて、措置法第67条の5｟中小企業者等の少額減価償却…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s025-part-01.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s025-part-01.html
hojin_aramashi_2025	s025-part-02	別表十六(一) 旧定額法又は定額法による減価償却資産の償却額の計算に関する明細書 (part 2/2)	青色申告法人又は措置法第43条の2｟被災代替資産等の特別償却｠若しくは震災特例法 による特別償却に係る特別償却不足額を有する法人に限り、記載します。 「翌期に繰り越すべき特別償却不足額42」 「33」の内書の金額がある場合には、その 金額…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s025-part-02.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s025-part-02.html
hojin_aramashi_2025	s026	別表十六(二) 旧定率法又は定率法による減価償却資産の償却額の計算に関する明細書	[page 1] 別表十六(二) ｢旧定率法又は定率法による減価償却資産の償却額の計算に関する明細書」 記載要領 はこちら 取得等をした減価償却資産で取得価額が30万円未満であるものについて、措置法第67条の5｟中小企業者等の少額減価償却…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s026.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s026.html
hojin_aramashi_2025	s027	別表十六(六) 繰延資産の償却額の計算に関する明細書	[page 1] 別表十六(六) ｢繰延資産の償却額の計算に関する明細書」 記載要領 はこちら この別表は、繰延資産の種類の区分ごとに、かつ、償却 期間の異なるごとに別行に記載します。また、種類及び償 却期間が同じであっても、当期に支出し…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s027.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s027.html
hojin_aramashi_2025	s028	別表十六(七) 少額減価償却資産の取得価額の損金算入の特例に関する明細書	[page 1] 別表十六(七) ｢少額減価償却資産の取得価額の損金算入の特例に関する明細書」 記載要領 はこちら ・ ・ ・ 注意事項 1 少額減価償却資産とは、措置法第67条の5第1項｟中小企業者等の少額減価償却資産の取得価額の損金算…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s028.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s028.html
