doc_code	item_id	title	snippet	text_url	enhanced_url
hojin_kaisei_gaiyo_2025	s004	２ 防衛特別法人税の創設	[page 1] 11/32 ２ 防衛特別法人税の創設 [page 2] 12/32 ⑴ 制度の概要 ※１ 防衛特別法人税の規定（中間申告の規定を除きます。）は、法人の令和８年４月１日以後に開始する課税事業年度の基準法人税額に対する防衛特…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s004.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s004.html
hojin_kaisei_gaiyo_2025	s005	３ 中小企業者等の法人税率の特例の見直し	[page 1] 14/32 ３ 中小企業者等の法人税率の特例の見直し [page 2] 15/32 中小企業者等の法人税率の特例の見直し 中小企業者等の法人税率の特例について、次の見直しが行われた上、その適用期限が２年延長されました（措…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s005.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s005.html
hojin_kaisei_gaiyo_2025	s006	４ 中小企業経営強化税制の見直し	[page 1] 17/32 ４ 中小企業経営強化税制の見直し [page 2] 18/32 ⑴ 見直しの概要 中小企業経営強化税制について、次の見直しが行われた上、適用期限が２年延長されました（措法42の12の４①）。 １ 売上高100…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s006.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s006.html
hojin_kaisei_gaiyo_2025	s007	５ 中小企業投資促進税制及び中小企業等経営強化税制におけるみなし大企業の範囲の見直し	[page 1] 20/32 ５ 中小企業投資促進税制及び中小企業経営強化税制 におけるみなし大企業の範囲の見直し [page 2] 21/32 中小企業投資促進税制及び中小企業経営強化税制におけるみなし大企業の範囲の見直し 中小企業税制…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s007.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s007.html
hojin_kaisei_gaiyo_2025	s008	６ 再資源化事業等高度化設備の特別償却制度の創設	[page 1] 22/32 ６ 再資源化事業等高度化設備の特別償却制度の創設 [page 2] 23/32 再資源化事業等高度化設備の特別償却制度の創設 青色申告書を提出する法人で、再資源化事業等高度化法の高度再資源化事業計画又は高度分…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s008.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s008.html
hojin_kaisei_gaiyo_2025	s009	７ 外国子会社合算税制の見直し	[page 1] 24/32 ７ 外国子会社合算税制の見直し [page 2] 25/32 ⑴ 合算時期の見直し 外国子会社合算税制における外国関係会社に係る課税対象金額等の合算時期について 、その外国関係会社 の事業年度終了の日の翌日か…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s009.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s009.html
hojin_kaisei_gaiyo_2025	s010	８ グローバル・ミニマム課税への対応	[page 1] 27/32 ８ グローバル・ミニマム課税への対応 [page 2] 28/32 グローバル・ミニマム課税への対応 同一グループ関連企業 同一グループ関連企業 ≪日本(通常の税率)≫ 所得合算ルール（IIR：Income …	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s010.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s010.html
hojin_kaisei_gaiyo_2025	s011	９ その他主な改正項目	[page 1] 29/32 ９ その他主な改正項目 [page 2] 30/32 支払対価なし ⑴ 非適格合併等により移転を受ける資産等に係る調整勘定の算定方法等の見直し 非適格合併等により移転を受ける資産等に係る調整勘定の算定方法等に…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s011.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s011.html
hojin_kaisei_gaiyo_2025	s012-part-01	A (part 1/4)	[page 1] 令和７年度 法人税関係法令の改正の概要 国税庁 法人番号：7000012050002 [page 2] 1/32 改正法・・・・・・・・・・・・・・・・・・・・・・・・所得税法等の一部を改正する法律（令和７年法律第13号…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s012-part-01.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s012-part-01.html
hojin_kaisei_gaiyo_2025	s012-part-02	A (part 2/4)	１ 令和７年４月１日前にリース譲渡を行ったことがある法人の同日以後に開始する事業年度 （経過措置事業年度）の旧リース譲渡 （※１）については、引き続き、延払基準の方法により益金の額又は損金の額に算入できることとされました（改正法附則17②…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s012-part-02.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s012-part-02.html
hojin_kaisei_gaiyo_2025	s012-part-03	A (part 3/4)	⑵ 売上高100 億円超を目指す中小企業に係る措置の追加 特定経営力向上設備等に、売上高100億円超を目指す投資計画における平均投資利益率が７％以上であること及び経営規 模拡大要件（※１）に適合することにつき経済産業大臣の確認を受けた投資…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s012-part-03.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s012-part-03.html
hojin_kaisei_gaiyo_2025	s012-part-04	A (part 4/4)	なるものに係る適格要件について、その合併又は分割型分割については事業規模比５倍以内要件及び特定役員引継要件を 除外することとされました（法令４の３④⑧）（※２）。 ※１ 法別表第二（公益法人等）又は別表第三（協同組合等）に掲げる法人のうち…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_kaisei_gaiyo_2025/s012-part-04.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_kaisei_gaiyo_2025/s012-part-04.html
