doc_code	item_id	title	snippet	text_url	enhanced_url
nencho_shikata_2025	s027-part-12	８ 源泉所得税のキャッシュレス納付について (part 12/13)	されても差し支えありません。 四 この契約は、貴店（組合）が相当の事由により必要と認めた場合 には私（当社）に通知されることなく解除されても異議はありません。 五 この契約を解除する場合には、私（当社）から税務署を経由して 指定した金融機…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s027-part-12.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s027-part-12.html
nencho_shikata_2025	s027-part-13	８ 源泉所得税のキャッシュレス納付について (part 13/13)	○○「「国国税税ダダイイレレククトト方方式式電電子子納納税税依依頼頼書書兼兼国国税税ダダイイレレククトト方方式式電電子子納納税税届届出出書書」」記記載載要要領領 ※個人の方は個人番号の記載は不要です。 １ 指定預貯金口座 11 22 33…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s027-part-13.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s027-part-13.html
nencho_shikata_2025	s028	8-1 e-Taxを利用して源泉所得税が納付できます	[page 1] ઘॴಘ੫ͷೲ੫खଓʯ ੒͢Δʳ ઘॴಘ੫͕ೲ෇Ͱ͖·͢ ʂ ɾೲ੫γεςϜʢF5BYͷͱ͓ΓͰ͢ɻ ·ͰͷྲྀΕʣ ˞ F5BYιϑτ ʢ8&#൛ʣ ͸8FCϒϥ΢β্Ͱೲ෇खଓΛར༻Ͱ͖·͢ɻ ͳ͓ɺ ύιίϯʹF…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s028.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s028.html
nencho_shikata_2025	s029-part-01	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 1/12)	[page 1] ○○「「国国税税ダダイイレレククトト方方式式電電子子納納税税依依頼頼書書兼兼国国税税ダダイイレレククトト方方式式電電子子納納税税届届出出書書」」記記載載要要領領 ※個人の方は個人番号の記載は不要です。 １ 指定預貯金口座…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-01.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-01.html
nencho_shikata_2025	s029-part-02	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 2/12)	二 前項の指定預貯金口座からの引き落としに当たっては当座勘定 規定又は預貯金規定にかかわらず、私が行うべき小切手の振出 又は預貯金通帳及び預貯金払戻請求書の提出などいたしません。 三 指定預貯金残高が振替日時において納付情報に記録された金…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-02.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-02.html
nencho_shikata_2025	s029-part-03	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 3/12)	※※個個人人のの方方はは個個人人番番号号のの記記載載はは不不要要でですす。。 国国 税税 商商 事事 １１ ２２ ３３ ４４ ５５ ６６ ７７ ８８ ９９ ００ １１ ２２ ３３ ※記載内容等について、ご不明な点などがありましたら、 税務…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-03.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-03.html
nencho_shikata_2025	s029-part-04	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 4/12)	納付に必要な情報（以下「納付情報」という。） が送付されたとき は、私（当社）に通知することなく納付情報に記録された金額を指 定預貯金口座から引き落としの上、納付してください。この場合、 当該納付に係る領収証書は省略されて差し支えありませ…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-04.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-04.html
nencho_shikata_2025	s029-part-05	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 5/12)	ついての約定を必ずご確認ください。 ●●●●ペペーージジのの届届出出書書をを 切切りり取取りり線線でで 切切りりははななししてて 提提出出ししててくくだだささいい ③ 法人番号を記載します。 ※※個個人人のの方方はは個個人人番番号号のの記…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-05.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-05.html
nencho_shikata_2025	s029-part-06	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 6/12)	（金融機関お届け印） 印 約 定 一 国税庁の電子情報処理組織を使用して私（当社）名義の国税の 納付に必要な情報（以下「納付情報」という。） が送付されたとき は、私（当社）に通知することなく納付情報に記録された金額を指 定預貯金口座から…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-06.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-06.html
nencho_shikata_2025	s029-part-07	8-2 「国税ダイレクト方式電子納税依頼書兼国税ダイレクト方式電子納税届出書」記載要領 (part 7/12)	印影が不鮮明な場合には、下の欄へ押印し 直してください。 ⑪ 利用者と金融機関及び税務署間の契約に ついての約定を必ずご確認ください。 ●●●●ペペーージジのの届届出出書書をを 切切りり取取りり線線でで 切切りりははななししてて 提提出出…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/nencho_shikata_2025/s029-part-07.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/nencho_shikata_2025/s029-part-07.html
