doc_code	item_id	title	snippet	text_url	enhanced_url
hojin_aramashi_2025	s031	別表十九 法人税法第七十一条第一項の規定による予定申告書・地方法人税法第十六条第一項の規定による予定申告書	[page 1] 別表十九 ｢法人税法第七十一条第一項の規定による予定申告書・地方法人税法第十六条第一項の規定による予定申告書」 記載要領 はこちら 「同上のうち土地譲渡税額等及び税額控 除超過額相当額等の加算額」 前期に措置法第62 条…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s031.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s031.html
hojin_aramashi_2025	s032	その他誤りの多い項目について	[page 1] その他誤りの多い項目について この申告書作成上の留意点に掲載している別表のほか、誤りの多い別表及びそのチェックポイントは以下のとおり となりますので、確定申告書等の提出前にご確認ください。 別表番号 別表名 チェックポイ…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s032.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s032.html
hojin_aramashi_2025	s033-part-01	資料 01 (part 1/5)	[page 1] 法人税のあらましと申告の手引 令和７年10月 国税庁 （法人番号：7000012050002） [page 2] ○ この「法人税のあらましと申告の手引」(以下「手引」といいます。)は、令和7年10月1日現在の法令 に基…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s033-part-01.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s033-part-01.html
hojin_aramashi_2025	s033-part-02	資料 01 (part 2/5)	R2.7.11 R3.3.31 R4.3.31 R5.3.31 事業年度 （清算事務年度） R5.7.15 ⑸ 事業年度 【事業年度の特例】 ○ 事業年度の中途において、法人が解散したことなど一定の事実が生じた場合には、その事実が生じた法…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s033-part-02.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s033-part-02.html
hojin_aramashi_2025	s033-part-03	資料 01 (part 3/5)	○ 法人税申告書と貸借対照表や損益計算書などの添付書類 (15ページ参照)を所轄税務署に提出することで申告の手続 は完了します。 [page 25] ⑵ 法人税申告書の基本的な仕組みと記載の順序 ○ 法人税申告書の別表には、その計算過程で…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s033-part-03.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s033-part-03.html
hojin_aramashi_2025	s033-part-04	資料 01 (part 4/5)	⑵ 法人税申告書の基本的な仕組みと記載の順序 【Step２】法人税額及び地方法人税額の確定(別表一の完成) ① 別表一…別表四から所得金額を転記 ６８８７５ ０ Ｘ Ｘ ＸＸ ＸＸ Ｘ Ｘ ＸＸ ６ ７ ② 別表一次葉…法人税額の計算 Ｘ…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s033-part-04.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s033-part-04.html
hojin_aramashi_2025	s033-part-05	資料 01 (part 5/5)	○ 生産、流通の各段階で二重、三重に税が課されることのないよう、課税売上げに係る消費税額から課税仕入れ等に係る消 費税額を控除し、税が累積しない仕組みとなっています(仕入税額控除)。 [page 51] ⑵ 消費税 【納税義務者】 ○ 納…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s033-part-05.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s033-part-05.html
hojin_aramashi_2025	s034-part-01	資料 02 (part 1/12)	[page 1] 申告書作成上の留意点 令和７年10月 国税庁 (法人番号：7000012050002) [page 2] 【略語】 ・法……………………法人税法(昭40法律第34号) ・令……………………法人税法施行令(昭40政令第97…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s034-part-01.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s034-part-01.html
hojin_aramashi_2025	s034-part-02	資料 02 (part 2/12)	す。この場合において 、既に還付を受けた金額のほ か、その還付に際し還付加算金の支払を受けている ときは、この申告による還付金額に対応する還付加 算金の額を含めて記載します。 (例) 既に還付を受けた金額 500,000円 同上の還付加算…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s034-part-02.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s034-part-02.html
hojin_aramashi_2025	s034-part-03	資料 02 (part 3/12)	・ この金額がマイナスとなる場合には、0と記載 します。 ・ 「期末利益積立金額6」の金額がマイナスであ る場合には、「同上の25％相当額2」の金額にそ のマイナスの金額の正数金額を加算した金額を 記載します。 ・ 例えば、「2」の金額が…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s034-part-03.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s034-part-03.html
hojin_aramashi_2025	s034-part-04	資料 02 (part 4/12)	⑵ 別表十(一)｢15｣又は別表十(二)「10」の記載がある場合(⑴の場合を除きます。) (26)＋(27)－(28)＋(29)＋(30)＋(31)＋(32)＋(33) ⑶ 別表十(四)「20」の記載がある場合(⑴の場合を除きます。) (…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s034-part-04.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s034-part-04.html
hojin_aramashi_2025	s034-part-05	資料 02 (part 5/12)	[page 23] ● X2期 【X2期の会計処理（総額）】 （借）リース負債 9,050千円 （貸）現金預金 12,000千円 支払利息 2,950千円 （借）減価償却費 9,864千円 （貸）減価償却累計額 9,864千円 【期末の貸…	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/text/hojin_aramashi_2025/s034-part-05.txt	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s034-part-05.html
