id	pid	page_start	page_end	snippet	core
mexico--synthesizedtextforjapan-mexico-jp-preamble	preamble	1	3	「税源浸食及び利益移転を防止するための租税条約関連措置を実施するた めの多数国間条約」及び「所得に対する租税に関する二重課税の回避及び 脱税の防止のための日本国とメキシコ合衆国との間の条約」に係る統合条 文 この文書は、日本国及びメキシコに	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a1	1	3	3	第一条 この条約は、一方又は双方の締約国の居住者である者に適用する。	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a6	6	3	3	第六条 対象租税協定の目的 両国間の経済関係の一層の発展を図ること及び租税に関する両国間の協 力を強化することを希望し、 所得に対する租税に関し、二重課税を回避し及び脱税を防止するための 条約を締結することを希望して、 （注）次のＢＥＰＳ防	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a6	6	3	3	第六条 対象租税協定の目的 条約の対象となる租税に関して、脱税又は租税回避を通じた非課税又は 租税の軽減（両締約国以外の国又は地域の居住者の間接的な利益のために 条約において与えられる租税の免除又は軽減を得ることを目的とする条約 漁(あさ)	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a2	2	4	4	第二条 １ この条約は、次の租税について適用する。 (a) メキシコにおいては、 所得税 （以下「メキシコの租税」という。） (b) 日本国においては、 (i) 所得税 (ii) 法人税 (iii) 住民税 （以下「日本国の租税」という。）	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a3	3	4	5	第三条 １ この条約の適用上、文脈により別に解釈すべき場合を除くほか、 (a) 「メキシコ」とは、メキシコ合衆国をいい、地理的意味で用いる場 合には、メキシコの租税に関する法令が施行されているすべての領域 （領海を含む。）及びその領域の外側	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a4	4	5	6	第四条 １ この条約の適用上、 「一方の締約国の居住者」とは、当該一方の締約国 の法令の下において、住所、居所、本店又は主たる事務所の所在地、事業 の管理の場所その他これらに類する基準により当該一方の締約国におい て課税を受けるべきものとさ	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a4	4	6	6	第四条 双方居住者に該当する団体 １ 条約第四条１の規定によって両締約国の居住者に該当する者で個人以 外のものについては、両締約国の権限のある当局は、その者の事業の実 質的な管理の場所、その者が設立された場所その他関連する全ての要因 を考慮	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a5	5	6	7	第五条 １ この条約の適用上、 「恒久的施設」とは、事業を行う一定の場所であっ て企業がその事業の全部又は一部を行っている場所をいう。 ２ 「恒久的施設」には、特に、次のものを含む。 (a) 事業の管理の場所 (b) 支店 (c) 事務所 	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-00.txt
mexico--synthesizedtextforjapan-mexico-jp-a13	13	7	8	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ２ 条約第五条の規定にかかわらず、次の活動を行う場合には、「恒久的 施設」に当たらないものとする。ただし、その活動（次の(c)の規定に該 当する場合には、 次の(c	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a13	13	8	9	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ４ 条約第五条４の規定は、事業を行う一定の場所を使用し、若しくは保 有する企業又は当該企業と密接に関連する企業が当該一定の場所又は当 該一定の場所が存在する締約国内	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a12	12	9	10	第十二条 問屋契約及びこれに類する方策を通じた恒久的施設の 地位の人為的な回避 １ 条約第五条の規定にかかわらず、ＢＥＰＳ防止措置実施条約第十二条 ２の規定が適用される場合を除くほか、一方の締約国内において企業に 代わって行動する者が、その	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a12	12	10	10	第十二条 問屋契約及びこれに類する方策を通じた恒久的施設の 地位の人為的な回避 ２ ＢＥＰＳ防止措置実施条約第十二条１の規定は、一方の締約国内にお いて他方の締約国の企業に代わって行動する者が、当該一方の締約国内 において独立の代理人として	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a15	15	10	10	第十五条 企業と密接に関連する者の定義 １ 条約第五条の規定の適用上、ある者とある企業とは、全ての関連する 事実及び状況に基づいて、一方が他方を支配している場合又は両者が同 一の者若しくは企業によって支配されている場合には、密接に関連する 	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a6	6	11	11	第六条 １ 一方の締約国の居住者が他方の締約国内に存在する不動産から取得す る所得（農業又は林業から生ずる所得を含む。）に対しては、当該他方の 締約国において租税を課することができる。 ２ 「不動産」の用語は、当該財産が存在する締約国の法令	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a7	7	11	12	第七条 １ 一方の締約国の企業の利得に対しては、その企業が他方の締約国内に ある恒久的施設を通じて当該他方の締約国内において事業を行わない限 り、 当該一方の締約国においてのみ租税を課することができる。 一方の締 約国の企業が他方の締約国内	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
mexico--synthesizedtextforjapan-mexico-jp-a8	8	12	12	第八条 １ 一方の締約国の企業が船舶又は航空機を国際運輸に運用することによ って取得する利得に対しては、当該一方の締約国においてのみ租税を課 することができる。 ２ 一方の締約国の企業は、船舶又は航空機を国際運輸に運用することに つき、 メ	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a9	9	12	13	第九条 １(a) 一方の締約国の企業が他方の締約国の企業の経営、支配若しくは資 本に直接若しくは間接に参加している場合又は (b) 同一の者が一方の締約国の企業及び他方の締約国の企業の経営、支 配若しくは資本に直接若しくは間接に参加している	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a10	10	13	14	第十条 １ 一方の締約国の居住者である法人が他方の締約国の居住者に支払う配 当に対しては、当該他方の締約国において租税を課することができる。 ２(a) １の配当に対しては、これを支払う法人が居住者である締約国にお いても、当該締約国の法令に	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
mexico--synthesizedtextforjapan-mexico-jp-a11	11	14	16	第十一条 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる利 子に対しては、当該他方の締約国において租税を課することができる。 ２ １の利子に対しては、 当該利子が生じた締約国においても、 当該締約国 の法令に従って租税を課	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a12	12	16	17	第十二条 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる使 用料に対しては、当該他方の締約国において租税を課することができる。 ２ １の使用料に対しては、 当該使用料が生じた締約国においても、 当該締 約国の法令に従って租	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a13	13	17	18	第十三条 １ 一方の締約国の居住者が第六条に規定する不動産で他方の締約国内に 存在するものの譲渡によって取得する収益に対しては、当該他方の締約 国において租税を課することができる。 ２ 一方の締約国の居住者が他方の締約国の居住者である法人の	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-01.txt
mexico--synthesizedtextforjapan-mexico-jp-a9	9	18	19	第九条 主として不動産から価値が構成される団体の株式又は持 分の譲渡から生ずる収益 ４ 条約の適用上、一方の締約国の居住者が株式又は同等の持分（組合又 は信託財産の持分を含む。 ） の譲渡によって取得する収益に対しては、 当 該株式又は同等	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a14	14	19	19	第十四条 １ 一方の締約国の居住者が自由職業その他の独立の性格を有する活動に ついて取得する所得に対しては、次の(a)又は(b)に該当する場合を除く ほか、当該一方の締約国においてのみ租税を課することができる。 (a) その者が自己の活動を	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a15	15	19	20	第十五条 １ 次条、 第十八条及び第十九条の規定が適用される場合を除くほか、 一方 の締約国の居住者がその勤務について取得する給料、賃金その他これら に類する報酬に対しては、勤務が他方の締約国内において行われない限 り、 当該一方の締約国に	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a16	16	20	20	第十六条 一方の締約国の居住者が他方の締約国の居住者である法人の役員又は監 査役の資格で取得する役員報酬その他これに類する支払金に対しては、当 該他方の締約国において租税を課することができる。	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a17	17	20	20	第十七条 １ 第十四条及び第十五条の規定にかかわらず、一方の締約国の居住者で ある個人が演劇、映画、ラジオ若しくはテレビジョンの俳優、音楽家その 他の芸能人又は運動家として他方の締約国内で行う個人的活動によって 取得する所得に対しては、当該	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a18	18	21	21	第十八条 次条２の規定が適用される場合を除くほか、過去の勤務につき一方の締 約国の居住者に支払われる退職年金その他これに類する報酬に対しては、 当該一方の締約国においてのみ租税を課することができる。	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a19	19	21	21	第十九条 １(a) 政府の職務の遂行として一方の締約国又は一方の締約国の地方政 府若しくは地方公共団体に対し提供される役務につき、個人に対し当 該一方の締約国又は当該一方の締約国の地方政府若しくは地方公共 団体によって支払われる給料、賃金そ	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a20	20	21	22	第二十条 専ら教育又は訓練を受けるため一方の締約国内に滞在する学生又は事業 修習者であって、現に他方の締約国の居住者であるもの又はその滞在の直 前に他方の締約国の居住者であったものがその生計、教育又は訓練のため に受け取る給付については、 	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a21	21	22	22	第二十一条 １ 一方の締約国の居住者の所得（源泉地を問わない。）で前各条に規定が ないものに対しては、当該一方の締約国においてのみ租税を課すること ができる。 ２ １の規定は、 一方の締約国の居住者である所得 （第六条２に規定する不 動産か	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a22	22	22	23	第二十二条 １ メキシコの法令（随時行われる改正で法令の一般原則を変更しないも のを含む。）の規定に基づき、かつ、同法令の制限に従い、メキシコは、 その居住者に対するメキシコの租税から次のものを控除する。 (a) 日本国において生ずる所得に	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a23	23	23	24	第二十三条 １ 一方の締約国の国民は、 他方の締約国において、 特に居住者であるかな いかに関し、同様の状況にある当該他方の締約国の国民に課されており 若しくは課されることがある租税若しくはこれに関連する要件以外の又 はこれらよりも重い租税	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a16	16	24	25	第十六条 相互協議手続 一方又は双方の締約国の措置により条約の規定に適合しない課税を受 けたと認める者又は受けることとなると認める者は、 その事案につき、 当 該一方又は双方の締約国の法令に定める救済手段とは別に、 いずれかの締 約国の権限	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a24	24	24	24	第二十四条 １ いずれか一方の又は双方の締約国の措置によりこの条約の規定に適合 しない課税を受けたと又は受けることになると認める者は、当該事案に ついて、当該いずれか一方の又は双方の締約国の法令に定める救済手段 とは別に、自己が居住者である	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a16	16	25	25	第十六条 相互協議手続 成立した全ての合意は、両締約国の法令上のいかなる期間制限にもかか わらず、実施されなければならない。 ３ 両締約国の権限のある当局は、この条約の解釈又は適用に関して生ず る困難又は疑義を合意によって解決するよう努める	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a16	16	25	25	第十六条 相互協議手続 両締約国の権限のある当局は、また、条約に定めのない場合における二 重課税を除去するため、相互に協議することができる。 ４ 両締約国の権限のある当局は、 ２及び３の合意に達するため、 直接相互 に通信することができる。	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a25	25	25	26	第二十五条 １ 両締約国の権限のある当局は、この条約若しくはこの条約が適用され る租税に関する両締約国の法令（当該法令に基づく課税がこの条約の規 定に反しない場合に限る。 ） を実施し又はこれらの租税に関する脱税を防 止するため必要な情報を	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a26	26	26	26	第二十六条 １ 各締約国は、この条約に基づいて他方の締約国の認める租税の免除又 は税率の軽減が、このような特典を受ける権利を有しない者によって享 受されることのないようにするため、当該他方の締約国が課する租税を 徴収するよう努める。 その徴	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-02.txt
mexico--synthesizedtextforjapan-mexico-jp-a27	27	26	27	第二十七条 この条約のいかなる規定も、国際法の一般原則又は特別の協定に基づく 外交官又は領事官の租税上の特権に影響を及ぼすものではない。 （注）次のＢＥＰＳ防止措置実施条約第十条１から３までの規定は、条約 について適用される。	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
mexico--synthesizedtextforjapan-mexico-jp-a10	10	27	27	第十条 当事国以外の国又は地域の内に存在する恒久的施設に関 する濫用を防止する規則 １(a) 一方の締約国の企業が他方の締約国内において所得を取得し、か つ、当該一方の締約国において当該所得が両締約国以外の国又は地域 の内に存在する当該企業	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
mexico--synthesizedtextforjapan-mexico-jp-a28	28	28	28	第二十八条 １ この条約は、両締約国によりそれぞれの国内法上の手続に従って承認 されなければならない。 この条約は、 その承認を通知する外交上の公文が 交換された日の後三十日目の日に効力を生ずる。 ２ この条約は、次のものについて適用する。	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
mexico--synthesizedtextforjapan-mexico-jp-a29	29	28	33	第二十九条 この条約は、無期限に効力を有する。ただし、いずれの一方の締約国も、 この条約の効力発生の日から五年の期間が満了した後に開始する各暦年の 六月三十日以前に、外交上の経路を通じて他方の締約国に対し書面による 終了の通告を行うことがで	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
mexico--synthesizedtextforjapan-mexico-jp-a7	7	28	28	第七条 条約の濫用の防止 １ 条約のいかなる規定にもかかわらず、全ての関連する事実及び状況を 考慮して、条約に基づく特典を受けることが当該特典を直接又は間接に 得ることとなる仕組み又は取引の主たる目的の一つであったと判断する ことが妥当であ	packs/mexico--synthesizedtextforjapan-mexico-jp-pack-03.txt
