id	pid	page_start	page_end	snippet	core
viet-nam--synthesizedtextforjapan-vietnam-jp-preamble	preamble	1	3	「税源浸食及び利益移転を防止するための租税条約関連措置を実施するた めの多数国間条約」及び「所得に対する租税に関する二重課税の回避及び 脱税の防止のための日本国政府とヴィエトナム社会主義共和国政府との間 の協定」に係る統合条文 この文書は、	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-00.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a1	1	3	3	第一条 この協定は、一方又は双方の締約国の居住者である者に適用する。	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-00.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a2	2	3	4	第二条 １ この協定は、一方の締約国又はその地方公共団体のために課される所 得に対する租税（課税方法のいかんを問わない。）について適用する。 ２ 総所得又は所得の要素に対するすべての租税（財産の譲渡から生ずる 収益に対する租税、企業が支払う	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-00.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a6	6	3	3	第六条 対象租税協定の目的 両国間の経済関係の一層の発展を図ること及び租税に関する両国間の協 力を強化することを希望し、 所得に対する租税に関し、二重課税を回避し及び脱税を防止するための 協定を締結することを希望して、 （注）次のＢＥＰＳ防	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-01.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a6	6	3	3	第六条 対象租税協定の目的 協定の対象となる租税に関して、脱税又は租税回避を通じた非課税又は 租税の軽減（両締約国以外の国又は地域の居住者の間接的な利益のために 協定において与えられる租税の免除又は軽減を得ることを目的とする条約 漁(あさ)	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-01.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a3	3	4	5	第三条 １ この協定の適用上、文脈により別に解釈すべき場合を除くほか、 (a) 「ヴィエトナム」とは、ヴィエトナム社会主義共和国をいい、地理 的意味で用いる場合には、そのすべての領域（領海を含む。）及びそ の領域の外側に隣接する水域でヴィエ	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-00.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a4	4	5	6	第四条 １ この協定の適用上、 「一方の締約国の居住者」とは、当該一方の締約国 の法令の下において、住所、居所、本店又は主たる事務所の所在地その他 これらに類する基準により当該一方の締約国において課税を受けるべき ものとされる者をいう。 ２	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-00.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a5	5	6	7	第五条 １ この協定の適用上、 「恒久的施設」とは、事業を行う一定の場所であっ て企業がその事業の全部又は一部を行っている場所をいう。 ２ 「恒久的施設」には、特に、次のものを含む。 (a) 事業の管理の場所 (b) 支店 (c) 事務所 	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-00.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a13	13	7	8	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ２ 協定第五条の規定にかかわらず、次の活動を行う場合には、「恒久的 施設」に当たらないものとする。ただし、その活動（次の(c)の規定に該 当する場合には、 次の(c	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-01.txt
viet-nam--synthesizedtextforjapan-vietnam-jp-a13	13	8	9	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ４ 協定第五条５の規定は、事業を行う一定の場所を使用し、若しくは保 有する企業又は当該企業と密接に関連する企業が当該一定の場所又は当 該一定の場所が存在する締約国内	packs/viet-nam--synthesizedtextforjapan-vietnam-jp-pack-01.txt
