id	pid	page_start	page_end	snippet	core
norway--190927norway-j-preamble	preamble	1	3	「税源浸食及び利益移転を防止するための租税条約関連措置を実施するた めの多数国間条約」及び「所得に対する租税に関する二重課税の回避及び 脱税の防止のための日本国とノールウェー王国との間の条約」に係る統合 条文 この文書は、日本国及びノルウェ	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a1	1	3	3	第一条 この条約は、一方又は双方の締約国の居住者である者に適用する。 （注） 次のＢＥＰＳ防止措置実施条約第三条１ （同条３の規定による修正の 後のもの）の規定は、条約について適用される。	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a6	6	3	3	第六条 対象租税協定の目的 両国間の経済関係の一層の発展を図ること及び租税に関する両国間の協 力を強化することを希望し、 所得に対する租税に関し、二重課税を回避し及び脱税を防止するための 条約を締結することを希望して、 （注）次のＢＥＰＳ防	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a6	6	3	3	第六条 対象租税協定の目的 条約の対象となる租税に関して、脱税又は租税回避を通じた非課税又は 租税の軽減（両締約国以外の国又は地域の居住者の間接的な利益のために 条約において与えられる租税の免除又は軽減を得ることを目的とする条約 漁(あさ)	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a2	2	4	4	第二条 １ この条約は、次の租税について適用する。 (a) 日本国においては、 (i) 所得税 (ii) 法人税 (iii) 住民税 （以下「日本国の租税」という。） (b) ノールウェーにおいては、 (i) 国税である所得税 (ii) 県	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a3	3	4	4	第三条 課税上存在しない団体 １ 条約の適用上、いずれかの締約国の租税に関する法令の下において全 面的若しくは部分的に課税上存在しないものとして取り扱われる団体若 しくは仕組みによって又はこのような団体若しくは仕組みを通じて取得 される所得	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a3	3	5	6	第三条 １ この条約の適用上、文脈により別に解釈すべき場合を除くほか、 (a) 「日本国」とは、地理的意味で用いる場合には、日本国の租税に関 する法令が施行されているすべての領域（領海を含む。）及びその領 域の外側に位置する水域で日本国が国	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a4	4	6	6	第四条 １ この条約の適用上、 「一方の締約国の居住者」とは、当該一方の締約国 の法令の下において、住所、居所、本店又は主たる事務所の所在地、事業 の管理の場所その他これらに類する基準により当該一方の締約国におい て課税を受けるべきものとさ	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a4	4	6	7	第四条 双方居住者に該当する団体 １ 条約第四条１の規定によって両締約国の居住者に該当する者で個人以 外のものについては、両締約国の権限のある当局は、その者の事業の実 質的な管理の場所、その者が設立された場所その他関連する全ての要因 を考慮	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a5	5	7	8	第五条 １ この条約の適用上、 「恒久的施設」とは、事業を行う一定の場所であっ て企業がその事業の全部又は一部を行っている場所をいう。 ２ 「恒久的施設」には、特に、次のものを含む。 (a) 事業の管理の場所 (b) 支店 (c) 事務所 	packs/norway--190927norway-j-pack-00.txt
norway--190927norway-j-a13	13	8	8	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ２ 条約第五条の規定にかかわらず、次の活動を行う場合には、 「恒久的施 設」に当たらないものとする。ただし、その活動（次の(c)の規定に該当 する場合には、次の(c	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a13	13	8	9	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ４ 条約第五条４の規定は、事業を行う一定の場所を使用し、若しくは保 有する企業又は当該企業と密接に関連する企業が当該一定の場所又は当 該一定の場所が存在する締約国内	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a12	12	9	10	第十二条 問屋契約及びこれに類する方策を通じた恒久的施設の 地位の人為的な回避 １ 条約第五条の規定にかかわらず、２の規定が適用される場合を除くほ か、 一方の締約国内において企業に代わって行動する者が、 そのように行 動するに当たって、 	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a15	15	10	10	第十五条 企業と密接に関連する者の定義 １ 条約第五条の規定の適用上、ある者とある企業とは、全ての関連する 事実及び状況に基づいて、一方が他方を支配している場合又は両者が同 一の者若しくは企業によって支配されている場合には、密接に関連する 	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a6	6	11	11	第六条 １ 一方の締約国の居住者が他方の締約国内に存在する不動産から取得す る所得（農業又は林業から生ずる所得を含む。）に対しては、当該他方の 締約国において租税を課することができる。 ２ 「不動産」の用語は、当該財産が存在する締約国の法令	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a7	7	11	12	第七条 １ 一方の締約国の企業の利得に対しては、その企業が他方の締約国内に ある恒久的施設を通じて当該他方の締約国内において事業を行わない限 り、 当該一方の締約国においてのみ租税を課することができる。 一方の締 約国の企業が他方の締約国内	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a8	8	12	12	第八条 １ 一方の締約国の企業が船舶又は航空機を国際運輸に運用することによ って取得する利得に対しては、当該一方の締約国においてのみ租税を課 することができる。 ２ １の規定は、 共同計算、 共同経営又は国際経営共同体に参加しているこ とに	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a9	9	12	13	第九条 １(a) 一方の締約国の企業が他方の締約国の企業の経営、支配若しくは資 本に直接若しくは間接に参加している場合又は (b) 同一の者が一方の締約国の企業及び他方の締約国の企業の経営、支 配若しくは資本に直接若しくは間接に参加している	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a10	10	13	14	第十条 １ 一方の締約国の居住者である法人が他方の締約国の居住者に支払う配 当に対しては、当該他方の締約国において租税を課することができる。 ２ １の配当に対しては、これを支払う法人が居住者とされる締約国にお いても、 当該締約国の法令に従	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a11	11	14	15	第十一条 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる利 子に対しては、当該他方の締約国において租税を課することができる。 ２ １の利子に対しては、 当該利子が生じた締約国においても、 当該締約国 の法令に従って租税を課	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a12	12	15	17	第十二条 １ 一方の締約国内において生じ、他方の締約国の居住者に支払われる使 用料に対しては、当該他方の締約国において租税を課することができる。 ２ １の使用料に対しては、 当該使用料が生じた締約国においても、 当該締 約国の法令に従って租	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a13	13	17	17	第十三条 １ 一方の締約国の居住者が第六条に規定する不動産で他方の締約 国内に 存在するものの譲渡によって取得する収益に対しては、当該他方の締約 国において租税を課することができる。 ２ 一方の締約国の企業が他方の締約国内に有する恒久的施設	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a14	14	17	18	第十四条 １ 一方の締約国の居住者である個人が自由職業その他の独立の性格を有 する活動について取得する所得に対しては、その者が自己の活動を行う ため通常その用に供している固定的施設を他方の締約国内に有せず、か つ、その者が継続するいずれかの	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a15	15	18	18	第十五条 １ 次条、 第十八条及び第十九条の規定が適用される場合を除くほか、 一方 の締約国の居住者がその勤務について取得する給料、賃金その他これら に類する報酬に対しては、勤務が他方の締約国内において行われない限 り、 当該一方の締約国に	packs/norway--190927norway-j-pack-01.txt
norway--190927norway-j-a16	16	18	18	第十六条 一方の締約国の居住者が他方の締約国の居住者である法人の役員の資格 で取得する役員報酬その他これに類する支払金に対しては、当該他方の締 約国において租税を課することができる。	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a17	17	19	19	第十七条 １ 第十四条及び第十五条の規定にかかわらず、一方の締約国の居住者で ある個人が演劇、映画、ラジオ若しくはテレビジョンの俳優、音楽家その 他の芸能人又は運動家として他方の締約国内で行う個人的活動によって 取得する所得に対しては、当該	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a18	18	19	19	第十八条 次条２の規定が適用される場合を除くほか、過去の勤務につき一方の締 約国の居住者に支払われる退職年金その他これに類する報酬に対しては、 当該一方の締約国においてのみ租税を課することができる。	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a19	19	19	20	第十九条 １(a) 政府の職務の遂行として一方の締約国又は当該一方の締約国の地 方政府若しくは地方公共団体に対し提供される役務につき、個人に対 し当該一方の締約国又は当該一方の締約国の地方政府若しくは地方 公共団体によって支払われる報酬（退	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a20	20	20	20	第二十条 専ら教育又は訓練を受けるため一方の締約国内に滞在する学生又は事業 修習者であって、現に他方の締約国の居住者であるもの又はその滞在の直 前に他方の締約国の居住者であったものがその生計、教育又は訓練のため に受け取る給付については、当	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a21	21	21	22	第二十一条 １ この条の規定は、 この条約の他の規定にかかわらず、 この条に定める活 動又は所得について適用する。 ２(a) 一方の締約国の居住者で他方の締約国の海底及びその下に存在す る天然資源の探査又は開発に関連して当該他方の締約国内の	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a22	22	22	22	第二十二条 １ 一方の締約国の居住者の所得（源泉地を問わない。）で前各条に規定が ないものに対しては、当該一方の締約国においてのみ租税を課すること ができる。 ２ １の規定は、 一方の締約国の居住者である所得 （第六条２に規定する不 動産か	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a23	23	22	23	第二十三条 １ 日本国以外の国において納付される租税を日本国の租税から控除する ことに関する日本国の法令に従い、 (a) 日本国の居住者がこの条約の規定に従ってノールウェーにおいて 租税を課される所得をノールウェーにおいて取得する場合には、	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a24	24	23	24	第二十四条 １ 一方の締約国の国民は、 他方の締約国において、 同様の状況にある当該 他方の締約国の国民に課されており若しくは課されることがある租税若 しくはこれに関連する要件以外の租税若しくはこれに関連する要件又は より重い租税若しくはこ	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a16	16	24	24	第十六条 相互協議手続 一方又は双方の締約国の措置により条約の規定に適合しない課税を受 けたと認める者又は受けることとなると認める者は、その事案につき、 当該一方又は双方の締約国の法令に定める救済手段とは別に、いずれか の締約国の権限のある	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a25	25	24	24	第二十五条 １ いずれか一方の又は双方の締約国の措置によりこの条約の規定に適合 しない課税を受けたと又は受けることになると認める者は、当該事案に ついて、当該いずれか一方の又は双方の締約国の法令に定める救済手段 とは別に、自己が居住者である	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a26	26	25	25	第二十六条 １ 両締約国の権限のある当局は、この条約又はこの条約が適用される租 税に関する両締約国の法令（当該法令に基づく課税がこの条約の規定に 反しない場合に限る。）を実施するために必要な情報を交換する。情報の 交換は、 第一条の規定によ	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a27	27	25	25	第二十七条 １ 各締約国は、この条約に基づいて他方の締約国の認める租税の免除又 は税率の軽減が、このような特典を受ける権利を有しない者によって享 受されることのないようにするため、当該他方の締約国が課する租税を 徴収するよう努める。 その徴	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a28	28	26	26	第二十八条 この条約のいかなる規定も、国際法の一般原則又は特別の協定に基づく 外交官又は領事官の租税上の特権に影響を及ぼすものではない。 （注） 次のＢＥＰＳ防止措置実施条約第七条１の規定は、 条約について適用 される。	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a29	29	26	26	第二十九条 １ この条約は、批准されなければならない。批准書は、できる限り速やか に東京で交換されるものとする。 ２ この条約は、批准書の交換の日の後三十日目の日に効力を生ずるもの とし、この条約が効力を生ずる年の翌年の一月一日以後に開始す	packs/norway--190927norway-j-pack-02.txt
norway--190927norway-j-a30	30	26	28	第三十条 この条約は、無期限に効力を有する。ただし、いずれの一方の締約国も、 この条約の効力発生の日から五年の期間が満了した後に開始する各年の六 月三十日以前に、外交上の経路を通じて他方の締約国に対し書面による終 了の通告を行うことができる	packs/norway--190927norway-j-pack-02.txt
