id	pid	page_start	page_end	snippet	core
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-preamble	preamble	1	3	「税源浸食及び利益移転を防止するための租税条約関連措置を実施するた めの多数国間条約」及び「所得に対する租税に関する二重課税の回避及び 脱税の防止のための日本国政府とサウジアラビア王国政府との間の条約 」 に係る統合条文 この文書は、日本国	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-00.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a1	1	3	3	第一条 対象となる者 この条約は、一方又は双方の締約国の居住者である者に適用する。	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-00.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a6	6	3	3	第六条 対象租税協定の目的 両国間の経済関係の一層の発展を図ること及び租税に関する両国間の協 力を強化することを希望し、 所得に対する租税に関し、 二重課税を回避し、 及び脱税を防止するための 条約を締結することを希望して、 （注）次のＢＥ	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a6	6	3	3	第六条 対象租税協定の目的 条約の対象となる租税に関して、脱税又は租税回避を通じた非課税又は 租税の軽減（両締約国以外の国又は地域の居住者の間接的な利益のために 条約において与えられる租税の免除又は軽減を得ることを目的とする条約 漁(あさ)	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a2	2	4	4	第二条 対象となる租税 １ この条約は、一方の締約国又は一方の締約国の地方政府若しくは地方 公共団体のために課される所得に対する租税（課税方法のいかんを問わ ない。）について適用する。 ２ 総所得又は所得の要素に対するすべての租税（財産の譲	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-00.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a3	3	4	5	第三条 一般的定義 １ この条約の適用上、文脈により別に解釈すべき場合を除くほか、 (a) 「日本国」とは、地理的意味で用いる場合には、日本国の租税に関 する法令が施行されているすべての領域（領海を含む。）及びその領 域の外側に位置する区域	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-00.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a4	4	5	6	第四条 居住者 １ この条約の適用上、 「一方の締約国の居住者」とは、当該一方の締約国 の法令の下において、住所、居所、本店又は主たる事務所の所在地、法人 の設立場所、事業の管理の場所その他これらに類する基準により当該一 方の締約国において	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-00.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a5	5	6	7	第五条 恒久的施設 １ この条約の適用上、 「恒久的施設」とは、事業を行う一定の場所であっ て企業がその事業の全部又は一部を行っているものをいう。 ２ 「恒久的施設」には、特に、次のものを含む。 (a) 事業の管理の場所 (b) 支店 (c	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-00.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a13	13	7	8	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ２ 条約第五条の規定にかかわらず、次の活動を行う場合には、 「恒久的施 設」に当たらないものとする。ただし、その活動（次の(c)の規定に該当 する場合には、次の(c	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a13	13	8	9	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ４ 条約第五条４の規定は、事業を行う一定の場所を使用し、若しくは保 有する企業又は当該企業と密接に関連する企業が当該一定の場所又は当 該一定の場所が存在する締約国内	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a12	12	9	10	第十二条 問屋契約及びこれに類する方策を通じた恒久的施設の 地位の人為的な回避 １ 条約第五条の規定にかかわらず、２の規定が適用される場合を除くほ か、 一方の締約国内において企業に代わって行動する者が、 そのように行 動するに当たって、 	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a15	15	10	10	第十五条 企業と密接に関連する者の定義 １ 条約第五条の規定の適用上、ある者とある企業とは、全ての関連する 事実及び状況に基づいて、一方が他方を支配している場合又は両者が同 一の者若しくは企業によって支配されている場合には、密接に関連する 	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-02.txt
saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-a6	6	10	11	第六条 不動産所得 １ 一方の締約国の居住者が他方の締約国内に存在する不動産から取得す る所得（農業又は林業から生ずる所得を含む。）に対しては、当該他方の 締約国において租税を課することができる。 ２ 「不動産」とは、当該財産が存在する締約	packs/saudi-arabia--synthesizedtextforjapan-saudiarabia-jp-pack-01.txt
