id	pid	page_start	page_end	snippet	core
france--synthesizedtextforjapan-france-jp-preamble	preamble	1	3	「税源浸食及び利益移転を防止するための租税条約関連措置を実施するた めの多数国間条約」及び「所得に対する租税に関する二重課税の回避及び 脱税の防止のための日本国政府とフランス共和国政府との間の条約」に係 る統合条文 この文書は、日本国及びフ	packs/france--synthesizedtextforjapan-france-jp-pack-00.txt
france--synthesizedtextforjapan-france-jp-a1	1	3	3	第一条 この条約は、一方又は双方の締約国の居住者である者に適用する。	packs/france--synthesizedtextforjapan-france-jp-pack-00.txt
france--synthesizedtextforjapan-france-jp-a6	6	3	3	第六条 対象租税協定の目的 両国間の経済関係の一層の発展を図ること及び租税に関する両国間の協 力を強化することを希望し、 所得に対する租税に関し、二重課税を回避し及び脱税を防止するための 条約を締結することを希望して、 （注）次のＢＥＰＳ防	packs/france--synthesizedtextforjapan-france-jp-pack-01.txt
france--synthesizedtextforjapan-france-jp-a6	6	3	3	第六条 対象租税協定の目的 条約の対象となる租税に関して、脱税又は租税回避を通じた非課税又は 租税の軽減（両締約国以外の国又は地域の居住者の間接的な利益のために 条約において与えられる租税の免除又は軽減を得ることを目的とする 条約 漁(あさ	packs/france--synthesizedtextforjapan-france-jp-pack-01.txt
france--synthesizedtextforjapan-france-jp-a2	2	4	4	第二条 １ この条約は、次の租税について適用する。 (a) フランスについては、 (i) 所得税 (ii) 法人税 (iii) 法人概算税 (iv) 給与税 (v) 一般社会保障税及び社会保障債務返済税 （これらの租税に係る源泉徴収される租	packs/france--synthesizedtextforjapan-france-jp-pack-00.txt
france--synthesizedtextforjapan-france-jp-a3	3	4	5	第三条 １ この条約の適用上、文脈により別に解釈すべき場合を除くほか、 (a) 「フランス」とは、フランス共和国のうちのヨーロッパ県及び海外 県（これらの県に係る領海を含む。）並びにこれらの県の外側に位置 する区域であって、フランス共和国が	packs/france--synthesizedtextforjapan-france-jp-pack-00.txt
france--synthesizedtextforjapan-france-jp-a4	4	5	7	第四条 １ この条約の適用上、 「一方の締約国の居住者」とは、当該一方の締約国 の法令の下において、住所、居所、本店又は主たる事務所の所在地、事業 の管理の場所その他これらに類する基準により当該一方の締約国におい て課税を受けるべきものとさ	packs/france--synthesizedtextforjapan-france-jp-pack-00.txt
france--synthesizedtextforjapan-france-jp-a5	5	7	8	第五条 １ この条約の適用上、 「恒久的施設」とは、事業を行う一定の場所であっ て企業がその事業の全部又は一部を行っている場所をいう。 ２ 「恒久的施設」には、特に、次のものを含む。 (a) 事業の管理の場所 (b) 支店 (c) 事務所 	packs/france--synthesizedtextforjapan-france-jp-pack-00.txt
france--synthesizedtextforjapan-france-jp-a13	13	8	9	第十三条 特定の活動に関する除外を利用した恒久的施設の地位 の人為的な回避 ４ 条約第五条４の規定は、事業を行う一定の場所を使用し、若しくは保 有する企業又は当該企業と密接に関連する企業が当該一定の場所又は当 該一定の場所が存在する締約国内	packs/france--synthesizedtextforjapan-france-jp-pack-02.txt
france--synthesizedtextforjapan-france-jp-a12	12	9	10	第十二条 問屋契約及びこれに類する方策を通じた恒久的施設の 地位の人為的な回避 １ 条約第五条の規定にかかわらず、２の規定が適用される場合を除くほ か、 一方の締約国内において企業に代わって行動する者が、 そのように行 動するに当たって、 	packs/france--synthesizedtextforjapan-france-jp-pack-02.txt
