id	pid	page_start	page_end	snippet	core
p184-5.1	5.1	184	184	本章は、移転価格に関する情報収集やリスク評価のために税務当局が納税者 から入手すべき文書に関するルール及び／又は手続きの策定に当たって、税務	packs/ch05-pack-00.txt
p184-5.2	5.2	184	184	本ガイドラインに第5章が導入された1995年当時、税務当局及び納税者は、移 転価格文書の作成及び利用に関する経験が乏しかった。旧5章では、納	packs/ch05-pack-00.txt
p184-5.3	5.3	184	184	それ以降、多くの国々が移転価格文書化制度を導入し、国際的なグループ内 取引の量・質の急増と、税務当局による移転価格の問題点に関する調査の厳格	packs/ch05-pack-00.txt
p184-5.4	5.4	184	185	ここでは、移転価格文書化制度の3つの目的が示されており、各国の移転価格 コンプライアンスがより簡潔で整合性のあるものになるのと同時に、移転価	packs/ch05-pack-00.txt
p185-5.6	5.6	185	185	上記の目的は、適切な国内の移転価格文書化要件を策定するに当たり考慮され るべきである。重要なことは、納税者が、税務申告提出時又はその前に、適	packs/ch05-pack-00.txt
p185-5.7	5.7	185	185	納税者が、明確で説得力があり、一貫かつ的確な移転価格のポジションを求め られることで、移転価格文書化は、コンプライアンス文化の構築に資するで	packs/ch05-pack-00.txt
p185-5.8	5.8	185	186	このコンプライアンスの目的は、二つの重要な手段によってサポートされるだ ろう。第一に、税務当局は、移転価格の同時文書化を要求することができる	packs/ch05-pack-00.txt
p186-5.9	5.9	186	186	理想的には、納税者が、入念に作成した移転価格ポリシーの根拠を示す機会と して、移転価格文書を活用することが、文書化の重要な目的に適うのであろ	packs/ch05-pack-00.txt
p186-5.10	5.10	186	186	効果的なリスク把握・評価は、移転価格調査にふさわしい事案の選定や、重 要な論点の絞り込みに当たっての重要な初期段階である。税務当局のリソース	packs/ch05-pack-00.txt
p186-5.11	5.11	186	186	税務当局が、移転価格リスク評価を適切に実施するには、早い段階において、 関連性・信頼性の高い十分な量の情報へアクセスできることが必要である。	packs/ch05-pack-00.txt
p186-5.12	5.12	186	186	納税者及び取引の移転価格リスクの把握・評価に使用される情報ツールや情 報ソースは、多数存在する。例えば、（税務申告書と共に提出される）移転価	packs/ch05-pack-00.txt
p186-5.13	5.13	186	187	移転価格文書化の第三の目的は、税務当局が詳細な移転価格調査を実施する ため、有益な情報が提供されることである。個々の移転価格調査においては、	packs/ch05-pack-00.txt
p187-5.14	5.14	187	187	適切な移転価格リスク評価により、移転価格上の問題点について、詳細な移 転価格調査が必要であると判断された場合、税務当局は、合理的な期間内に納	packs/ch05-pack-00.txt
p187-5.15	5.15	187	187	移転価格調査に必要な資料など情報が、調査対象の関連者ではなく、多国籍 企業グループの他のメンバーに保有されているケースはよくある。多くの場合	packs/ch05-pack-00.txt
