id	pid	page_start	page_end	snippet	core
p084-2.81	2.81	84	84	比較可能性について、算定に係る一貫性もまた重要である。関連者と独立企 業の営業利益指標は、一貫性をもって算定されなければならない。さらに、減	packs/ch02-pack-03.txt
p084-2.82	2.82	84	84	取引単位営業利益法の適用に当たり、最適な営業利益指標は、事案の状況に 応じた最適手法の選択に関するパラグラフ 2.2 及び 2.8 の指針に	packs/ch02-pack-03.txt
p084-2.83	2.83	84	84	原則として、（a） その関連者間取引に直接的又は間接的に関係する、かつ、 （b） 営業性を有する、項目のみが取引単位営業利益法の適用上、営業	packs/ch02-pack-03.txt
p084-2.84	2.84	84	85	調査対象の関連者間取引と関係のないコスト及び売上高は、これらが非関連 者間取引との比較可能性に大きな影響を与える場合、除外されるべきである。	packs/ch02-pack-03.txt
p085-2.85	2.85	85	85	同様に、必要に応じて非関連者間取引を分析する際、調査対象の関連者間取 引に類似しない取引から生ずる利益は、除外されるべきである。最後に、独立	packs/ch02-pack-03.txt
p085-2.86	2.86	85	85	利子収入・費用及び法人税のような営業外損益は、営業利益指標の算定から 除外されるべきである。継続的な性格を有さない特別損益も、一般に除外され	packs/ch02-pack-03.txt
p085-2.87	2.87	85	85	信用条件と販売価格が相関関係にある場合、営業利益指標の計算において短 期の運転資本に関する利子収入を含めること、又は運転資本調整を行うことが	packs/ch02-pack-03.txt
p085-2.88	2.88	85	85	為替差損益を営業利益指標の算定に含めるべきか否かにより、比較可能性に 多くの問題が生じる。まず、それらが取引としての性格を有するものであるか	packs/ch02-pack-03.txt
p085-2.89	2.89	85	86	業務の中で前払金に係る金融取引を通常に行っている場合、一般に、営業利 益指標の算定に当たって、利子と利子の性格を有する額の影響を踏まえること	packs/ch02-pack-03.txt
p086-2.90	2.90	86	86	第三者の比較対象候補に会計上の取扱いが不明確な項目や信頼できる算定か 調整できない項目がある場合、比較可能性に困難な問題が生じる（パラグラフ	packs/ch02-pack-03.txt
p086-2.91	2.91	86	86	スタートアップ費用と撤退費用を営業利益指標の算定に含めるかどうかは、 事案の事実と状況によって異なり、また、比較可能な状況において、独立企業	packs/ch02-pack-03.txt
p086-2.92	2.92	86	86	分母の選択は、関連者間取引の比較可能性分析（機能分析を含む）と整合性 を有するべきであり、特に、当事者間のリスク配分を反映すべきである（当該	packs/ch02-pack-03.txt
p086-2.93	2.93	86	87	分母は、（使用した資産や引き受けるリスクを踏まえ）検証対象者が調査対 象取引について果たす機能から生じる価値に関する指標とすべきである。事案	packs/ch02-pack-03.txt
p087-2.94	2.94	87	87	分母は、関連者間取引に関係しないものとしなければならず、そうでなけれ ば、客観的な出発点でなくなってしまう。例えば、販売会社が、関連者から仕	packs/ch02-pack-03.txt
p087-2.95	2.95	87	87	分母は、関連者間取引において、信頼性及び一貫性をもって算定できるもの でなければならない。さらに、比較可能な非関連者間取引において、信頼性及	packs/ch02-pack-03.txt
p087-2.96	2.96	87	87	営業利益を売上高で除した営業利益指標、すなわち売上高営業利益率は、独 立顧客への再販売のための関連者からの仕入れに係る独立企業間価格を算定す	packs/ch02-pack-03.txt
p087-2.97	2.97	87	88	売上高を分母とする営業利益指標の場合、納税者又は比較対象から顧客に与 えられるリベートやディスカウントの取扱いが問題となる。会計基準によって	packs/ch02-pack-03.txt
p088-2.98	2.98	88	88	原価ベースの指標を使用するのは、原価が、検証対象者が果たす機能、使用 した資産及び引受けたリスクの価値についての適切な指標である場合に限るべ	packs/ch02-pack-03.txt
p088-2.99	2.99	88	88	原価を分母とした取引単位営業利益法を適用する場合、当該事業の間接費を 適切に配分し、当該活動又は取引に帰属する全ての直接費及び間接費を含むフ	packs/ch02-pack-03.txt
p088-2.100	2.100	88	88	原価をパススルーコストとして取り扱うことが独立企業間でも見られる場 合、次に、比較可能性及び独立企業間価格幅の決定の影響に関する問題が生じる	packs/ch02-pack-03.txt
p088-2.101	2.101	88	89	事案の事実と状況に応じて、原価ベースとして、標準原価や予算原価だけ でなく、実際原価を用いることが適切な場合もあるかもしれない。実際原価を用	packs/ch02-pack-03.txt
p089-2.102	2.102	89	89	予算原価を用いることとした場合でも、実際原価と予算原価の間に大きな 相違があれば、多くの問題が起こりうる。独立した当事者は、予算設定の際に考	packs/ch02-pack-03.txt
p089-2.103	2.103	89	89	製造など資産集約的な活動、金融など資本集約的な活動など、（原価や売 上高よりも）資産が検証対象者の価値の付加を示すよりよい指標となる場合、対	packs/ch02-pack-04.txt
p089-2.104	2.104	89	90	対資産の営業利益指標の場合、資産の評価方法、例えば、簿価にするか、市 場価格にするか、という問題が生じる。簿価の使用は、例えば、資産の償却を	packs/ch02-pack-04.txt
p090-2.105	2.105	90	90	取引の事実や状況によっては、その他の営業利益指標が適切であるかもし れない。業種や調査対象の関連者間取引によっては、例えば、小売拠点の床面積	packs/ch02-pack-04.txt
p090-2.106	2.106	90	90	「ベリー比」とは、営業費用に対する粗利益の比率として定義される。利子 など副次的な利益は、一般に、粗利益の算定から除外される。有形資産及び無	packs/ch02-pack-04.txt
p090-2.107	2.107	90	90	適切な財務指標の選択は、事案の事実と状況によって決まる。パラグラフ 2.82 参照。移転価格算定手法や財務指標の選択及び決定に当たり、ベリー	packs/ch02-pack-04.txt
p090-2.108	2.108	90	91	ベリー比が有用となりうる状況としては、納税者が関連者から商品を仕入 れ、他の関連者に販売する仲介活動がある。このような場合、再販売価格基準法	packs/ch02-pack-04.txt
p091-2.109	2.109	91	91	取引単位でない第三者データの使用に関する問題は、取引単位営業利益法 に限ったことではないが、当手法は外部比較対象に大きく依存するため、実務上	packs/ch02-pack-04.txt
p091-2.110	2.110	91	91	特に、検証対象者に関する指針についてはパラグラフ 3.18-3.19 を、独立企 業間価格幅に関する指針についてはパラグラフ 3.55-3.	packs/ch02-pack-04.txt
p091-2.111	2.111	91	92	パラグラフ 2.59 の原価基準法に関する事例は、一貫性と信頼性のある比較 を行うために、取引から生じる粗利益マークアップを調整する必要性を	packs/ch02-pack-04.txt
p092-2.112	2.112	92	92	比較される当事者の果たす機能に差異がある場合、類似のアプローチが必 要かもしれない。パラグラフ 2.44 の事例と同じ状況で、ただし、追加機	packs/ch02-pack-04.txt
p092-2.113	2.113	92	92	パラグラフ 2.42と同じ事実関係とする。販売会社 A社の粗利益に信頼でき る調整を行って B 社の粗利益と適切に比較することはできない。な	packs/ch02-pack-04.txt
p092-2.114	2.114	92	93	取引単位利益分割法は、比較可能な一又は複数の取引を行う独立企業間であ れば達成されたであろう結果に近似させるために、関連者間取引における独立	packs/ch02-pack-04.txt
p093-2.115	2.115	93	93	本節における「利益」への言及は、一般的に損失にも同様に適用されるもの として扱われるべきである。つまり、取引単位利益分割法が最も適切な手法で	packs/ch02-pack-04.txt
p093-2.116	2.116	93	93	パラグラフ 2.2 で言及しているように、移転価格算定手法の選択は、各手法 の長所と短所、正確に描写された関連者間取引の性質に照らした手法の	packs/ch02-pack-04.txt
p093-2.117	2.117	93	93	取引単位利益分割法が最も適切な手法かどうかを判断するための指針は以下 に記載されており、これには、関連するかもしれない取引の特徴の特定が含ま	packs/ch02-pack-04.txt
p093-2.118	2.118	93	94	これらの指針においては、各事案について全ての手法の網羅的な分析又は検 証を行うことは求められていないが、最も適切な手法の選択にあたっては、選	packs/ch02-pack-04.txt
p094-2.119	2.119	94	94	取引単位利益分割法の主な長所は、取引の双方の当事者が、その取引に対し てユニークで価値ある貢献（例えば、ユニークで価値ある無形資産の貢献）を	packs/ch02-pack-04.txt
p094-2.120	2.120	94	94	取引単位利益分割法はまた、片側検証手法が適切でないであろう高度に統合 された事業活動に対する解決策となりうる。以下の C.2.2.2節参照。	packs/ch02-pack-04.txt
p094-2.121	2.121	94	94	取引単位利益分割法のもう 1 つの長所としては、当該手法が、独立企業にお いては見られないかもしれない関連者の特殊でおそらくユニークな事実及	packs/ch02-pack-04.txt
p094-2.122	2.122	94	94	取引単位利益分割法の更なる長所は、関連者間取引の全ての関連当事者が、 取引の価格算定の一環として直接評価されること、つまり、各当事者による取	packs/ch02-pack-04.txt
p094-2.123	2.123	94	95	取引単位利益分割法の短所は、その適用の難しさに関するものである。取引 単位利益分割法は、独立企業に関する情報に依存しない傾向があることから、	packs/ch02-pack-04.txt
p095-2.124	2.124	95	95	取引単位利益分割法は、独立企業間においては滅多に使用されないため、関 連者間取引における適用も同様に稀であるべきということが時に議論になる。	packs/ch02-pack-04.txt
p095-2.125	2.125	95	95	実際の取引の正確な描写は、取引単位利益分割法が適用可能かどうかを決定 する上で重要である。このプロセスは、取引の各当事者が行っていること及び	packs/ch02-pack-04.txt
