id	date	court	title	topics	keywords	laws
13090	2017-11-24	東京地裁	法人税	法人税,移転価格	過少申告加算税	国税通則法23条,法人税法22条,租税特別措置法66条の4
13095	2017-12-06	東京地裁	法人税	法人税		法人税法61条
13107	2018-01-15	大阪地裁	通知処分	法人税	不当利得	国税通則法23条,法人税法22条
13109	2018-01-16	東京地裁		法人税,消費税		国税通則法23条,法人税法22条
13112	2018-01-19	大阪高裁	法人税	法人税,所得税	過少申告加算税	国税通則法65条
13117	2018-01-25	東京地裁	法人税	法人税	過少申告加算税	
13118	2018-01-25	最高裁	法人税及び受理	法人税		
13122	2018-02-07	さいたま地裁	法人税	法人税	重加算税,損金算入	国税通則法68条,法人税法34条
13125	2018-02-23	最高裁	法人税額及び受理	法人税		
13126	2018-03-06	東京地裁	法人税並びに消費税及び地方消費税	法人税,消費税	過少申告加算税	国税通則法65条,法人税法22条,消費税法2条,消費税法30条
13132	2018-03-13	東京地裁	法人税	法人税		国税通則法23条
13133	2018-03-14	福岡地裁	所得税	法人税,所得税	無申告加算税,必要経費	所得税法33条
13135	2018-03-14	大阪地裁		法人税	過少申告加算税	国税通則法65条
13136	2018-03-27	東京地裁	相続税	法人税,相続税	過少申告加算税	国税通則法65条,相続税法22条,租税特別措置法69条の4
13143	2018-04-18	東京高裁	重加算税賦課	法人税,消費税	重加算税,過少申告加算税	
13144	2018-04-19	大阪地裁	所得税	法人税,所得税	過少申告加算税,必要経費,役員報酬	所得税法157条,所得税法27条,所得税法37条
13145	2018-04-19	大阪地裁	法人税	法人税,消費税	重加算税,過少申告加算税,仕入税額控除	国税通則法65条,国税通則法68条,国税通則法70条
13149	2018-04-25	東京高裁	同附帯	法人税	過少申告加算税,役員報酬	法人税法34条
13150	2018-04-26	福岡地裁	法人税	法人税,消費税	重加算税,過少申告加算税,青色申告	国税通則法65条,国税通則法68条
13155	2018-05-24	福岡地裁	法人税	法人税,消費税	重加算税,過少申告加算税,青色申告	国税通則法65条,国税通則法68条,消費税法30条
