id	date	court	title	topics	keywords	laws
12416	2014-02-21	最高裁	法人税	法人税		
12435	2014-03-18	東京地裁	法人税	法人税	過少申告加算税,租税回避	国税通則法65条,法人税法132条,相続税法64条
12436	2014-03-18	東京地裁	法人税	法人税	過少申告加算税,損金算入	国税通則法65条,法人税法132条,相続税法64条
12437	2014-03-18	東京地裁	法人税	法人税,消費税	重加算税,過少申告加算税,無申告加算税,損金算入	国税通則法65条,法人税法22条,法人税法37条,消費税法30条
12442	2014-03-27	東京高裁	消費税	法人税,消費税	過少申告加算税,仕入税額控除,青色申告	消費税法30条
12444	2014-03-27	最高裁	法人税	法人税		
12460	2014-04-23	東京高裁	更正すべき理由がない旨の通知処分	法人税,所得税	不当利得	国税通則法23条,法人税法22条
12462	2014-04-24	名古屋地裁		法人税,消費税	重加算税,過少申告加算税	国税通則法65条,国税通則法68条,法人税法22条,消費税法30条
12464	2014-04-25	東京地裁	損害賠償請求	法人税	損金算入,国家賠償,損害賠償	
12469	2014-05-09	東京地裁	法人税	法人税	過少申告加算税,租税回避	国税通則法23条,国税通則法65条,所得税法157条,法人税法132条,法人税法22条
12472	2014-05-19	最高裁	法人税提起及び受理申立て	法人税		
12474	2014-05-19	最高裁	法人税提起及び受理申立て	法人税		
12477	2014-05-27	最高裁	法人税及び受理	法人税		
12478	2014-05-28	横浜地裁	法人税更正	法人税,所得税,消費税	重加算税,過少申告加算税,青色申告	国税通則法65条,国税通則法68条,消費税法30条
12479	2014-05-28	東京地裁	法人税	法人税,消費税	重加算税,過少申告加算税	国税通則法65条,国税通則法68条,法人税法22条,法人税法34条
12482	2014-05-30	東京地裁	処分	法人税,消費税	重加算税,過少申告加算税,寄附金,役員給与	国税通則法65条,法人税法22条,法人税法34条,法人税法37条,消費税法2条
12484	2014-06-12	東京高裁	法人税	法人税	過少申告加算税,損金算入,寄附金	法人税法22条,法人税法37条,法人税法61条
12485	2014-06-13	新潟地裁		法人税,消費税	重加算税,青色申告	国税通則法65条
12487	2014-06-18	東京高裁	法人税	法人税,CFC	過少申告加算税,租税回避	
12490	2014-06-20	東京地裁	損害賠償請求	法人税,所得税,消費税	国家賠償,損害賠償	
12491	2014-06-24	福岡高裁	法人税	法人税	過少申告加算税	
12495	2014-06-27	東京地裁	法人税	法人税,CFC	過少申告加算税	国税通則法23条,国税通則法65条,国税通則法68条,法人税法22条,法人税法34条
12496	2014-07-02	松山地裁	法人税	法人税	過少申告加算税,寄附金,交際費	国税通則法65条,法人税法22条,法人税法37条
12497	2014-07-02	松山地裁	法人税	法人税	過少申告加算税,交際費,損害賠償	国税通則法65条,法人税法22条,法人税法37条
12504	2014-07-10	最高裁	法人税及び受理	法人税		
12506	2014-07-15	最高裁	法人税及び受理	法人税		
12508	2014-07-16	岡山地裁	法人税決定	法人税,CFC	過少申告加算税,租税回避	租税特別措置法66条の6
12510	2014-07-18	東京地裁	法人税	法人税	過少申告加算税,交際費,役員給与,信義則,国家賠償	国税通則法65条,法人税法22条,法人税法34条,法人税法37条
