id	date	court	title	topics	keywords	laws
12753	2015-11-18	東京高裁	青色取消処分	法人税	過少申告加算税,寄附金,青色申告	国税通則法65条,法人税法22条,法人税法37条,法人税法61条
12754	2015-11-19	名古屋地裁		法人税	過少申告加算税,損金算入,青色申告	国税通則法65条,法人税法22条
12756	2015-11-19	東京地裁	法人税	法人税	過少申告加算税,損金算入,寄附金	国税通則法65条,法人税法22条,法人税法37条,法人税法61条
12761	2015-11-26	東京高裁	法人税	法人税,消費税	過少申告加算税,損金算入,寄附金	法人税法22条,法人税法37条
12789	2016-01-28	東京高裁	所得税	法人税,所得税	無申告加算税	
12795	2016-02-05	東京地裁	法人税	法人税	重加算税,過少申告加算税,役員報酬	国税通則法68条,法人税法22条
12796	2016-02-08	東京地裁	国税不服審判所の棄却処分裁決の無効確認請求	法人税,消費税	無申告加算税	
12798	2016-02-10	名古屋高裁	法人税	法人税,所得税,CFC	過少申告加算税,国家賠償	国税通則法23条,租税特別措置法66条の6
12801	2016-02-18	東京地裁	法人税	法人税	重加算税,損金算入,青色申告	国税通則法68条,法人税法22条
12803	2016-02-18	最高裁	法人税	法人税		
12804	2016-02-18	最高裁	各法人税	法人税		
12805	2016-02-23	東京地裁	法人税青色申告承認取消処分	法人税	重加算税,過少申告加算税,青色申告	国税通則法65条,国税通則法68条
12813	2016-02-29	最高裁	法人税受理	法人税	過少申告加算税,損金算入	
12814	2016-02-29	最高裁	法人税受理	法人税	過少申告加算税,損金算入	
12815	2016-03-02	東京地裁	所得税の納税告知処分	法人税,所得税,消費税	重加算税,役員給与,青色申告	所得税法36条
12818	2016-03-08	名古屋高裁	同附帯	法人税,所得税	過少申告加算税	国税通則法65条
12819	2016-03-08	最高裁	法人税及び受理	法人税		
12820	2016-03-08	最高裁	法人税更正及び受理	法人税		
12830	2016-03-23	東京高裁	法人税	法人税,消費税	過少申告加算税,仕入税額控除,青色申告	法人税法22条,消費税法30条
12832	2016-03-24	東京高裁	法人税	法人税	過少申告加算税	
12833	2016-03-25	福岡高裁		法人税,消費税	過少申告加算税,必要経費,損金算入,不当利得	消費税法28条
12835	2016-03-29	東京地裁	法人税	法人税,消費税	無申告加算税	消費税法28条,消費税法2条,消費税法30条
12836	2016-03-29	東京高裁	所得税	法人税,所得税	過少申告加算税,必要経費	
12837	2016-03-30	名古屋地裁	国家賠償請求	法人税,所得税,消費税	無申告加算税,国家賠償,不当利得	
12840	2016-04-13	東京地裁	損害賠償請求	法人税,所得税	過少申告加算税,国家賠償,損害賠償	
12841	2016-04-13	東京高裁	法人税	法人税	過少申告加算税,損金算入,寄附金	法人税法61条
12843	2016-04-15	札幌地裁	損害賠償請求	法人税,消費税	重加算税,過少申告加算税,役員報酬,国家賠償,損害賠償	法人税法34条
12846	2016-04-20	広島高裁	所得税	法人税,所得税	過少申告加算税,必要経費,損金算入	法人税法22条
12848	2016-04-21	東京高裁	法人税	法人税	過少申告加算税,財産評価	法人税法132条,法人税法22条
12849	2016-04-22	東京地裁	法人税	法人税	過少申告加算税,役員報酬,役員給与	国税通則法65条,法人税法34条,法人税法37条
