id	pid	page_start	page_end	section_id	context	core
beps-a14-best-practices-japan-2021-oecd-en-p012	p012	12	12	beps-a14-best-practices-japan-2021-oecd-en	PART A: PREVENTING DISPUTES  11 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-01.txt
beps-a14-best-practices-japan-2021-oecd-en-p013	p013	13	13	beps-a14-best-practices-japan-2021-oecd-en	12  PART A: PREVENTING DISPUTES INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-02.txt
beps-a14-best-practices-japan-2021-oecd-en-p014	p014	14	14	beps-a14-best-practices-japan-2021-oecd-en	PART A: PREVENTING DISPUTES  13 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-02.txt
beps-a14-best-practices-japan-2021-oecd-en-p015	p015	15	15	beps-a14-best-practices-japan-2021-oecd-en	14  PART A: PREVENTING DISPUTES INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-02.txt
beps-a14-best-practices-japan-2021-oecd-en-p016	p016	16	16	beps-a14-best-practices-japan-2021-oecd-en	PART B: AVAILABILITY AND ACCESS TO MAP  15 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-03.txt
beps-a14-best-practices-japan-2021-oecd-en-p017	p017	17	17	beps-a14-best-practices-japan-2021-oecd-en	16  PART B: AVAILABILITY AND ACCESS TO MAP INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-03.txt
beps-a14-best-practices-japan-2021-oecd-en-p018	p018	18	18	beps-a14-best-practices-japan-2021-oecd-en	PART B: AVAILABILITY AND ACCESS TO MAP  17 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-04.txt
beps-a14-best-practices-japan-2021-oecd-en-p019	p019	19	19	beps-a14-best-practices-japan-2021-oecd-en	18  PART B: AVAILABILITY AND ACCESS TO MAP INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-04.txt
beps-a14-best-practices-japan-2021-oecd-en-p020	p020	20	20	beps-a14-best-practices-japan-2021-oecd-en	PART C: RESOLUTION OF MAP CASES  19 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-04.txt
beps-a14-best-practices-japan-2021-oecd-en-p021	p021	21	21	beps-a14-best-practices-japan-2021-oecd-en	20  PART C: RESOLUTION OF MAP CASES INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-05.txt
beps-a14-best-practices-japan-2021-oecd-en-p022	p022	22	22	beps-a14-best-practices-japan-2021-oecd-en	PART C: RESOLUTION OF MAP CASES  21 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-05.txt
beps-a14-best-practices-japan-2021-oecd-en-p023	p023	23	23	beps-a14-best-practices-japan-2021-oecd-en	22  PART C: RESOLUTION OF MAP CASES INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-06.txt
beps-a14-best-practices-japan-2021-oecd-en-p024	p024	24	24	beps-a14-best-practices-japan-2021-oecd-en	PART C: RESOLUTION OF MAP CASES  23 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-06.txt
beps-a14-best-practices-japan-2021-oecd-en-p026	p026	26	26	beps-a14-best-practices-japan-2021-oecd-en	PART D: IMPLEMENTATION OF MAP AGREEMENTS  25 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-06.txt
beps-a14-best-practices-japan-2021-oecd-en-p028	p028	28	28	beps-a14-best-practices-japan-2021-oecd-en	GLOSSARY  27 INCLUSIVE FRAMEWORK OF BEPS: ACTION 14 MAKING DISPUTE RESOLUTION MORE EFFECTIVE MAP PEER REVIEW R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-07.txt
beps-a14-best-practices-japan-2021-oecd-en-p029	p029	29	29	beps-a14-best-practices-japan-2021-oecd-en	...p.beps@oecd.org For more information: @OECDtax Inclusive Framework on BEPS: Action 14 Making Dispute Resolution More Effective MAP Peer Review R...	packs/beps-a14-best-practices-japan-2021-oecd-en-pack-07.txt
