id	pid	page_start	page_end	snippet	core
beps-min-standards-progress-2025-oecd-en-p001	p001	1	1	Recognising progress and reducing burdens in the BEPS minimum standards Making Dispute Resolution More Effective – Simplified Peer Review, B	packs/beps-min-standards-progress-2025-oecd-en-pack-00.txt
beps-min-standards-progress-2025-oecd-en-p002	p002	2	2	Recognising progress and reducing burdens in the BEPS minimum standards PUBE	packs/beps-min-standards-progress-2025-oecd-en-pack-00.txt
beps-min-standards-progress-2025-oecd-en-p003	p003	3	3	2  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 This document, as well as any data and map included 	packs/beps-min-standards-progress-2025-oecd-en-pack-00.txt
beps-min-standards-progress-2025-oecd-en-p004	p004	4	4	 3 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Foreword Digitalisation and globalisation have had a	packs/beps-min-standards-progress-2025-oecd-en-pack-00.txt
beps-min-standards-progress-2025-oecd-en-p005	p005	5	5	4  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 payments (Pillar Two Subject-to-Tax Rule); and a jur	packs/beps-min-standards-progress-2025-oecd-en-pack-00.txt
beps-min-standards-progress-2025-oecd-en-p006	p006	6	6	 5 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Table of contents Foreword 3 Recognising progress an	packs/beps-min-standards-progress-2025-oecd-en-pack-00.txt
beps-min-standards-progress-2025-oecd-en-p007	p007	7	7	6  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Introduction In 2013, the project on base erosion an	packs/beps-min-standards-progress-2025-oecd-en-pack-01.txt
beps-min-standards-progress-2025-oecd-en-p008	p008	8	8	 7 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 highlights renewed priorities for the Inclusive Fram	packs/beps-min-standards-progress-2025-oecd-en-pack-01.txt
beps-min-standards-progress-2025-oecd-en-p009	p009	9	9	8  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Way forward to maintain progress, while reducing bur	packs/beps-min-standards-progress-2025-oecd-en-pack-02.txt
beps-min-standards-progress-2025-oecd-en-p010	p010	10	10	 9 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Way forward to maintain progress, while reducing bur	packs/beps-min-standards-progress-2025-oecd-en-pack-02.txt
beps-min-standards-progress-2025-oecd-en-p011	p011	11	11	10  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Way forward to maintain progress, while reducing bu	packs/beps-min-standards-progress-2025-oecd-en-pack-03.txt
beps-min-standards-progress-2025-oecd-en-p012	p012	12	12	 11 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 process, with reports for 20 jurisdictions already 	packs/beps-min-standards-progress-2025-oecd-en-pack-03.txt
beps-min-standards-progress-2025-oecd-en-p013	p013	13	13	12  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 References OECD (2019), Harmful Tax Practices - 201	packs/beps-min-standards-progress-2025-oecd-en-pack-03.txt
beps-min-standards-progress-2025-oecd-en-p014	p014	14	14	 13 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Annex A. Revised methodology for the work of the FH	packs/beps-min-standards-progress-2025-oecd-en-pack-04.txt
beps-min-standards-progress-2025-oecd-en-p015	p015	15	15	14  RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Action 5 minimum standard and the level playing fie	packs/beps-min-standards-progress-2025-oecd-en-pack-04.txt
beps-min-standards-progress-2025-oecd-en-p016	p016	16	16	 15 RECOGNISING PROGRESS AND REDUCING BURDENS IN THE BEPS MINIMUM STANDARDS © OECD 2025 Revised methodology for regime reviews This section	packs/beps-min-standards-progress-2025-oecd-en-pack-05.txt
