id	pid	page_start	page_end	snippet	core
beps-a08-10-tp-value-creation-nta-ja-p001	p001	1	1	移転価格税制と価値創造の一致 行動８－10 2015 年最終報告書（抜粋） 仮訳	packs/beps-a08-10-tp-value-creation-nta-ja-pack-00.txt
beps-a08-10-tp-value-creation-nta-ja-p002	p002	2	2	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 目次 独立企業原則の適用の指針 移転価格ガイドライン第1 章 D 節の改訂 ......................................................................	packs/beps-a08-10-tp-value-creation-nta-ja-pack-00.txt
beps-a08-10-tp-value-creation-nta-ja-p003	p003	3	3	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 独立企業原則の適用の指針 移転価格ガイドライン第 1 章 D 節の改訂 D.1. 商業上又は資金上の関係の特定 1.33 パラグラフ 1.6 で述べたように、「比較可能性分析」は独立企業原則の適用における 核心である	packs/beps-a08-10-tp-value-creation-nta-ja-pack-00.txt
beps-a08-10-tp-value-creation-nta-ja-p004	p004	4	4	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 ・ 取引の契約条件（D.1.1） ・ 取引の各当事者が果たす機能で、使用する資産及び引き受けるリスクを考慮に入れた もの（当事者が所属する多国籍企業グループによる、より広範な価値の創造にそれらの 機能がどのように関係	packs/beps-a08-10-tp-value-creation-nta-ja-pack-00.txt
beps-a08-10-tp-value-creation-nta-ja-p005	p005	5	5	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 連する特徴の差異は、比較される状況の間に比較可能性があるかどうか、及び比較可能性を 確保するためにどのような調整が必要とされるかを明らかにする際に、考慮される必要があ る。 1.40 独立企業原則を適用する全ての方法	packs/beps-a08-10-tp-value-creation-nta-ja-pack-00.txt
beps-a08-10-tp-value-creation-nta-ja-p006	p006	6	6	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 の）、移転される資産及び提供される役務の特徴、当事者と当事者が活動する市場の経済状 況、及び当事者が追求する経営戦略によって規定される商業上及び資金上の関係を明らかに するには、更なる情報が必要である。まとめると、五	packs/beps-a08-10-tp-value-creation-nta-ja-pack-01.txt
beps-a08-10-tp-value-creation-nta-ja-p007	p007	7	7	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 業間の取引条件は、時間の経過と共に変わる可能性があるということに留意しなければなら ない。取引条件が変更されている場合、その変更は変更日から有効に当初の取引が新しい取 引に置き換わったことを示すものであるか、あるいは	packs/beps-a08-10-tp-value-creation-nta-ja-pack-01.txt
beps-a08-10-tp-value-creation-nta-ja-p008	p008	8	8	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 を通し間接的にも支払いを行っておらず、かつ、P 社と子会社間に役務提供契約も存在しな い。結論として、独立企業から子会社への役務の提供に加えて、P 社と子会社の間に商業上 又は資金上の関係があり、当該関係によって P	packs/beps-a08-10-tp-value-creation-nta-ja-pack-01.txt
beps-a08-10-tp-value-creation-nta-ja-p009	p009	9	9	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 るために、相当の調整が必要となるかもしれない。販売活動は、相当程度マーケティングに 依存しており、マーケティング活動から期待される影響を含めた販売目標の達成には、在庫 保管及び物流能力との調整が必要になるかもしれない	packs/beps-a08-10-tp-value-creation-nta-ja-pack-01.txt
beps-a08-10-tp-value-creation-nta-ja-p010	p010	10	10	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 を示すものとして解釈すべきではない。特定の取引における機能、資産及びリスクの関連性 については、詳細な機能分析によって判断する必要がある。リスクに関する広範な指針は、 リスクによってもたらされる実務上の困難性、すなわ	packs/beps-a08-10-tp-value-creation-nta-ja-pack-01.txt
