id	pid	page_start	page_end	snippet	core
beps-a08-10-tp-value-creation-nta-ja-p081	p081	81	81	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 基づく製品の売上水準、収益性又はその他の何らかの要素に基づく条件払いの形態を採るこ ともある。支払形態に関する納税者の取決めの評価においては、第 1 章 D.1.1 節の原則に従 うべきである。 6.180 支払形態	packs/beps-a08-10-tp-value-creation-nta-ja-pack-15.txt
beps-a08-10-tp-value-creation-nta-ja-p082	p082	82	82	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 象に基づくあらゆる価格設定のことである。例えば、使用料の料率はライセンス使用者の売 上高の増加に連動して高くすることが可能であり、またある開発目標が成功裏に達成される 時に追加的な支払が要求され得る。取引時点では商業	packs/beps-a08-10-tp-value-creation-nta-ja-pack-16.txt
beps-a08-10-tp-value-creation-nta-ja-p083	p083	83	83	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 無形資産を開発の早い段階で関連企業に譲渡し、無形資産の価値を反映していない使用料率 を譲渡時点で設定して、後になって、譲渡時点では製品のその後の成功について完全な確実 性を持って予見することはできなかったという立場を	packs/beps-a08-10-tp-value-creation-nta-ja-pack-16.txt
beps-a08-10-tp-value-creation-nta-ja-p084	p084	84	84	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 ・ その無形資産自体はパラグラフ 6.189 の HTVI の定義に当てはまらないが、HTVI の定 義に当てはまる他の無形資産の開発、改良に不可欠である無形資産 ・ 譲渡時点で新たな方法で利用されると期待され、類似	packs/beps-a08-10-tp-value-creation-nta-ja-pack-16.txt
beps-a08-10-tp-value-creation-nta-ja-p085	p085	85	85	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 ⅲ）上記（ⅰ）2 で述べた財務上の予測と実際の結果の大きな乖離が、当該 HTVI の対価 を、取引時点で設定した対価の20%を超えて減少又は増加させる効果を持たない場合 ⅳ）非関連者からの当該 HTVI に係る収入が	packs/beps-a08-10-tp-value-creation-nta-ja-pack-16.txt
beps-a08-10-tp-value-creation-nta-ja-p086	p086	86	86	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 産の価値を評価することなく、独立企業間価格又は検証対象法人の利益水準を決定すること ができる。検証対象法人以外の当事者のみが無形資産を使用している場合が一般的に当ては まる。ただし、相対的には複雑な業務を行っていない	packs/beps-a08-10-tp-value-creation-nta-ja-pack-16.txt
beps-a08-10-tp-value-creation-nta-ja-p087	p087	87	87	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 D.5.2. 商品の販売又は役務提供に関連して無形資産の使用が関わる取引に係る独立企業間 価格の算定 6.203 第 1 章から第 3 章の原則は、商品の販売及び役務提供に関連して無形資産の使用が関 わる取引に係る独	packs/beps-a08-10-tp-value-creation-nta-ja-pack-17.txt
beps-a08-10-tp-value-creation-nta-ja-p088	p088	88	88	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 があることを併せて認識すべきである。特に、市場の差異、立地上の優位性、事業戦略、集 合労働力、コーポレート・シナジーその他これに類する要素の差異の問題について、差異調 整が必要かもしれない。このような要素は本章 A.	packs/beps-a08-10-tp-value-creation-nta-ja-pack-17.txt
beps-a08-10-tp-value-creation-nta-ja-p089	p089	89	89	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 第 6 章の付録 - 無形資産に関する指針を説明する事例 事例 1 1. Premiere 社は多国籍企業グループの親会社である。S 社は Premiere 社の完全子会社であ り、Premiere 社グループのメン	packs/beps-a08-10-tp-value-creation-nta-ja-pack-17.txt
beps-a08-10-tp-value-creation-nta-ja-p090	p090	90	90	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 事例 2 5. 特許性のある発明の開発及び管理に関する事実は、事例 1 と同じである。ただし、 Premiere 社に特許の永続的かつ排他的なライセンスを再度付与するのではなく、定期的な使 用料の支払いによって、Pr	packs/beps-a08-10-tp-value-creation-nta-ja-pack-17.txt
