id	pid	page_start	page_end	snippet	core
beps-a14-peer-review-documents-oecd-en-p001	p001	1	1	BEPS Action 14 on More Effective Dispute Resolution Mechanisms PEER REVIEW DOCUMENTS January 2023	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p002	p002	2	2	 1 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 OECD/G20 Base Erosion and Profit Shif	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p003	p003	3	3	2  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 This document, as well as any data an	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p004	p004	4	4	 3 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 Table of contents Introduction 4 1 Te	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p005	p005	5	5	4  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 Introduction The Action Plan on Base 	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p006	p006	6	6	INTRODUCTION  5 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 The Action 14 minimum st	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p007	p007	7	7	6  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 Introduction 1. The Action Plan on Ba	packs/beps-a14-peer-review-documents-oecd-en-pack-01.txt
beps-a14-peer-review-documents-oecd-en-p008	p008	8	8	 7 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 Party 1”) and the FTA MAP Forum devel	packs/beps-a14-peer-review-documents-oecd-en-pack-01.txt
beps-a14-peer-review-documents-oecd-en-p009	p009	9	9	8  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 the best practices will not be peer r	packs/beps-a14-peer-review-documents-oecd-en-pack-02.txt
beps-a14-peer-review-documents-oecd-en-p010	p010	10	10	 9 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 B.P.4. Jurisdictions should develop t	packs/beps-a14-peer-review-documents-oecd-en-pack-02.txt
beps-a14-peer-review-documents-oecd-en-p011	p011	11	11	10  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 15. To facilitate taxpayers’ access 	packs/beps-a14-peer-review-documents-oecd-en-pack-03.txt
beps-a14-peer-review-documents-oecd-en-p012	p012	12	12	 11 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 C.2. Jurisdictions should seek to re	packs/beps-a14-peer-review-documents-oecd-en-pack-03.txt
beps-a14-peer-review-documents-oecd-en-p013	p013	13	13	12  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 Output of the Peer Review and Monito	packs/beps-a14-peer-review-documents-oecd-en-pack-04.txt
beps-a14-peer-review-documents-oecd-en-p014	p014	14	14	 13 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVIEW DOCUMENTS © OECD 2023 References OECD (2019), Model Tax Co	packs/beps-a14-peer-review-documents-oecd-en-pack-04.txt
