id	source_kind	doc_code	doc_title	item_id	item_title	snippet	url	text_url	source_url
taxanswer_sozoku:4102	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4102	No.4102 相続税がかかる場合	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4102.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4102.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4102.htm
taxanswer_sozoku:4103	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4103	No.4103 相続時精算課税の選択	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4103.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4103.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4103.htm
taxanswer_sozoku:4105	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4105	No.4105 相続税がかかる財産	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4105.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4105.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4105.htm
taxanswer_sozoku:4108	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4108	No.4108 相続税がかからない財産	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4108.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4108.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4108.htm
taxanswer_sozoku:4111	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4111	No.4111 交通事故の損害賠償金	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4111.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4111.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4111.htm
taxanswer_sozoku:4114	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4114	No.4114 相続税の課税対象になる死亡保険金	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4114.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4114.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4114.htm
taxanswer_sozoku:4117	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4117	No.4117 相続税の課税対象になる死亡退職金	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4117.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4117.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4117.htm
taxanswer_sozoku:4120	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4120	No.4120 弔慰金を受け取ったときの取扱い	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4120.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4120.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4120.htm
taxanswer_sozoku:4123	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4123	No.4123 相続税等の課税対象になる年金受給権	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4123.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4123.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4123.htm
taxanswer_sozoku:4124	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4124	No.4124 相続した事業の用や居住の用の宅地等の価額の特例（小規模宅地等の特例）	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4124.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4124.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4124.htm
taxanswer_sozoku:4126	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4126	No.4126 相続財産から控除できる債務	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4126.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4126.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4126.htm
taxanswer_sozoku:4129	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4129	No.4129 相続財産から控除できる葬式費用	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4129.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4129.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4129.htm
taxanswer_sozoku:4132	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4132	No.4132 相続人の範囲と法定相続分	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4132.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4132.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4132.htm
taxanswer_sozoku:4138	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4138	No.4138 相続人が外国に居住しているとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4138.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4138.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4138.htm
taxanswer_sozoku:4141	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4141	No.4141 相続財産を公益法人などに寄附したとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4141.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4141.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4141.htm
taxanswer_sozoku:4143	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4143	No.4143 特定の一般社団法人等に対する課税	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4143.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4143.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4143.htm
taxanswer_sozoku:4147	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4147	No.4147 農業相続人が農地等を相続した場合の納税猶予の特例	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4147.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4147.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4147.htm
taxanswer_sozoku:4148	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4148	No.4148 非上場株式等についての相続税の納税猶予及び免除の特例等（法人版事業承継税制）	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4148.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4148.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4148.htm
taxanswer_sozoku:4149	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4149	No.4149 山林を相続した場合の納税猶予の特例	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4149.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4149.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4149.htm
taxanswer_sozoku:4150	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4150	No.4150 医療法人の持分についての相続税の納税猶予の特例	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4150.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4150.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4150.htm
taxanswer_sozoku:4152	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4152	No.4152 相続税の計算	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4152.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4152.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4152.htm
taxanswer_sozoku:4153	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4153	No.4153 個人の事業用資産についての相続税の納税猶予及び免除（個人版事業承継税制）	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4153.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4153.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4153.htm
taxanswer_sozoku:4154	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4154	No.4154 特定の美術品についての相続税の納税猶予及び免除	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4154.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4154.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4154.htm
taxanswer_sozoku:4155	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4155	No.4155 相続税の税率	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4155.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4155.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4155.htm
taxanswer_sozoku:4157	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4157	No.4157 相続税額の2割加算	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4157.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4157.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4157.htm
taxanswer_sozoku:4158	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4158	No.4158 配偶者の税額の軽減	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4158.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4158.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4158.htm
taxanswer_sozoku:4161	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4161	No.4161 贈与財産の加算と税額控除（暦年課税）	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4161.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4161.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4161.htm
taxanswer_sozoku:4164	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4164	No.4164 未成年者の税額控除	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4164.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4164.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4164.htm
taxanswer_sozoku:4167	taxanswer	taxanswer_sozoku	タックスアンサー（相続税）	4167	No.4167 障害者の税額控除	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_sozoku/4167.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_sozoku/4167.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/sozoku/4167.htm
