id	source_kind	doc_code	doc_title	item_id	item_title	snippet	url	text_url	source_url
shitsugi_inshi:15-20	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-20	「債務不履行の場合の損害賠償の方法」を定める契約であることの要件	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-20.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-20.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/20.htm
shitsugi_inshi:15-21	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-21	令第26条第2号に該当する文書の要件	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-21.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-21.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/21.htm
shitsugi_inshi:15-22	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-22	基本契約書の契約期間を延長する契約書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-22.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-22.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/22.htm
shitsugi_inshi:15-23	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-23	「目的物の種類」を定めるものについて	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-23.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-23.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/23.htm
shitsugi_inshi:15-24	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-24	エレベータ保守についての契約書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-24.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-24.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/24.htm
shitsugi_inshi:15-25	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-25	免税販売手続業務委託契約書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-25.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-25.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/25.htm
shitsugi_inshi:15-26	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-26	産業廃棄物処分に係る委託料の支払方法等に関する覚書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-26.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-26.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/26.htm
shitsugi_inshi:15-27	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-27	「取扱数量」を定めるものについて	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-27.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-27.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/27.htm
shitsugi_inshi:15-28	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-28	当初契約の自動更新期間中に取り交わす月額金額を変更する契約書の取扱い	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-28.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-28.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/28.htm
shitsugi_inshi:15-29	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	15-29	「売買に関する業務」に該当する要件(2)	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/15-29.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/15-29.txt	https://www.nta.go.jp/law/shitsugi/inshi/15/29.htm
shitsugi_inshi:16-01	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	16-01	主たる債務の契約書に追記した債務の保証に関する契約書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/16-01.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/16-01.txt	https://www.nta.go.jp/law/shitsugi/inshi/16/01.htm
shitsugi_inshi:16-02	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	16-02	申込書等に併記された保証契約	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/16-02.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/16-02.txt	https://www.nta.go.jp/law/shitsugi/inshi/16/02.htm
shitsugi_inshi:16-03	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	16-03	債務の保証の意義	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/16-03.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/16-03.txt	https://www.nta.go.jp/law/shitsugi/inshi/16/03.htm
shitsugi_inshi:16-04	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	16-04	債務者と保証人の保証委託契約	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/16-04.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/16-04.txt	https://www.nta.go.jp/law/shitsugi/inshi/16/04.htm
shitsugi_inshi:16-05	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	16-05	主たる債務の契約書に併記した債務の保証に関する契約書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/16-05.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/16-05.txt	https://www.nta.go.jp/law/shitsugi/inshi/16/05.htm
shitsugi_inshi:16-06	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	16-06	身元保証に関する契約書の範囲	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/16-06.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/16-06.txt	https://www.nta.go.jp/law/shitsugi/inshi/16/06.htm
shitsugi_inshi:17-01	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	17-01	元利金等の支払いに関する念書（債務等の預金口座振替の念書）	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/17-01.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/17-01.txt	https://www.nta.go.jp/law/shitsugi/inshi/17/01.htm
shitsugi_inshi:17-02	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	17-02	取引保証金提供契約書	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/17-02.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/17-02.txt	https://www.nta.go.jp/law/shitsugi/inshi/17/02.htm
shitsugi_inshi:17-03	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	17-03	寄託の意義	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/17-03.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/17-03.txt	https://www.nta.go.jp/law/shitsugi/inshi/17/03.htm
shitsugi_inshi:17-04	shitsugi	shitsugi_inshi	質疑応答事例（印紙税）	17-04	寄託契約書と金銭の受取書との判別	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_inshi/17-04.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_inshi/17-04.txt	https://www.nta.go.jp/law/shitsugi/inshi/17/04.htm
