id	source_kind	doc_code	doc_title	item_id	item_title	snippet	url	text_url	source_url
taxanswer_joto:3420	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3420	No.3420 譲渡した年に買換えができなかったとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3420.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3420.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3420.htm
taxanswer_joto:3423	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3423	No.3423 期限までに買換資産を買えなかったとき（事業用資産）	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3423.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3423.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3423.htm
taxanswer_joto:3426	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3426	No.3426 事業用資産の買換えの特例を受けて買い換えた資産の取得価額とされる金額の計算	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3426.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3426.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3426.htm
taxanswer_joto:3452	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3452	No.3452 店舗併用住宅を売ったときの特例	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3452.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3452.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3452.htm
taxanswer_joto:3455	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3455	No.3455 店舗併用住宅を買い換えたときの特例	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3455.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3455.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3455.htm
taxanswer_joto:3502	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3502	No.3502 土地建物の交換をしたときの特例	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3502.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3502.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3502.htm
taxanswer_joto:3505	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3505	No.3505 借地権と底地を交換したとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3505.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3505.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3505.htm
taxanswer_joto:3508	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3508	No.3508 交換差金を受け取ったとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3508.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3508.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3508.htm
taxanswer_joto:3511	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3511	No.3511 土地建物と土地を等価で交換したとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3511.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3511.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3511.htm
taxanswer_joto:3514	taxanswer	taxanswer_joto	タックスアンサー（譲渡所得）	3514	No.3514 資産の一部を交換とし、一部を売買としたとき	税の情報・手続・用紙	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/taxanswer_joto/3514.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/taxanswer_joto/3514.txt	https://www.nta.go.jp/taxes/shiraberu/taxanswer/joto/3514.htm
