id	source_kind	doc_code	doc_title	item_id	item_title	snippet	url	text_url	source_url
shitsugi_sozoku:14-07	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	14-07	夫婦財産契約と贈与税	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/14-07.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/14-07.txt	https://www.nta.go.jp/law/shitsugi/sozoku/14/07.htm
shitsugi_sozoku:14-08	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	14-08	賃貸アパートの贈与に係る負担付贈与通達の適用関係	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/14-08.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/14-08.txt	https://www.nta.go.jp/law/shitsugi/sozoku/14/08.htm
shitsugi_sozoku:15-01	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	15-01	特定障害者扶養信託契約の「特定障害者の居住の用に供する不動産」の範囲	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/15-01.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/15-01.txt	https://www.nta.go.jp/law/shitsugi/sozoku/15/01.htm
shitsugi_sozoku:15-02	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	15-02	特定障害者扶養信託契約に係る財産を一部払い出し受益者のための居住用不動産を取得することの可否	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/15-02.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/15-02.txt	https://www.nta.go.jp/law/shitsugi/sozoku/15/02.htm
shitsugi_sozoku:15-03	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	15-03	特定障害者扶養信託契約の信託財産の範囲	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/15-03.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/15-03.txt	https://www.nta.go.jp/law/shitsugi/sozoku/15/03.htm
shitsugi_sozoku:15-04	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	15-04	障害者非課税信託申告書を提出した後に特定障害者に該当しないこととなった場合の贈与税の取扱い	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/15-04.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/15-04.txt	https://www.nta.go.jp/law/shitsugi/sozoku/15/04.htm
shitsugi_sozoku:16-01	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	16-01	贈与により取得したものとみなされる保険金で配偶者が居住用不動産を取得した場合の贈与税の配偶者控除	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/16-01.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/16-01.txt	https://www.nta.go.jp/law/shitsugi/sozoku/16/01.htm
shitsugi_sozoku:16-02	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	16-02	贈与を受けた土地の上に他人が建物を建築し、その建物に当該土地の受贈者が居住した場合の贈与税の配偶者控除	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/16-02.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/16-02.txt	https://www.nta.go.jp/law/shitsugi/sozoku/16/02.htm
shitsugi_sozoku:16-03	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	16-03	贈与税の配偶者控除の対象となる居住用不動産の範囲(1)	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/16-03.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/16-03.txt	https://www.nta.go.jp/law/shitsugi/sozoku/16/03.htm
shitsugi_sozoku:16-04	shitsugi	shitsugi_sozoku	質疑応答事例（相続税・贈与税）	16-04	贈与税の配偶者控除の対象となる居住用不動産の範囲(2)	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_sozoku/16-04.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_sozoku/16-04.txt	https://www.nta.go.jp/law/shitsugi/sozoku/16/04.htm
