id	source_kind	doc_code	doc_title	item_id	item_title	snippet	url	text_url	source_url
shitsugi_shohi:02-06	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-06	建物賃貸借に係る保証金から差し引く原状回復工事費用	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-06.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-06.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/06.htm
shitsugi_shohi:02-07	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-07	給与負担金（給料及び旅費、日当の実費負担）	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-07.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-07.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/07.htm
shitsugi_shohi:02-08	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-08	「労働者派遣」に係る労働者派遣料	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-08.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-08.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/08.htm
shitsugi_shohi:02-09	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-09	消費者が集めたスタンプを商品券と引換えた場合の取扱い	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-09.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-09.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/09.htm
shitsugi_shohi:02-10	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-10	百貨店等が顧客サービスとして発行するお買物券等の課税関係	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-10.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-10.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/10.htm
shitsugi_shohi:02-11	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-11	ホテルの客のタクシー代の立替払	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-11.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-11.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/11.htm
shitsugi_shohi:02-12	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-12	実費弁償金の課税	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-12.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-12.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/12.htm
shitsugi_shohi:02-13	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-13	印刷業者が郵便葉書に印刷を行う場合	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-13.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-13.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/13.htm
shitsugi_shohi:02-14	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-14	早期完済割引料	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-14.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-14.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/14.htm
shitsugi_shohi:02-15	shitsugi	shitsugi_shohi	質疑応答事例（消費税）	02-15	土地に設定された抵当権の譲渡	法令等	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/enhanced/shitsugi_shohi/02-15.html	https://yuki0717-hub.github.io/jplawdb-mirror/ai-nta-qa-db/text/shitsugi_shohi/02-15.txt	https://www.nta.go.jp/law/shitsugi/shohi/02/15.htm
