id	pid	page_start	page_end	snippet	core
j03-3-1	3-1	0	0	調査に当たっては、措置法通達66の４(3)−３（比較対象取引の選定に当たって検討すべき諸要素等）に掲げる諸要素等に基づいて国外関連取引の内容等を的確に把握し、形式的な検討に陥ることなく個々の取引実態に即した検討を行って移転価格税制上の問題の	packs/jimu-ch03-pack-00.txt
j03-3-10	3-10	0	0	(1) 次に掲げる経営、技術、財務又は営業上の活動その他の法人が行う活動が国外関連者に対する役務提供に該当するかどうかは、当該活動が当該国外関連者にとって経済的又は商業的価値を有するものかどうかにより判断する。具体的には、法人が当該活動を行	packs/jimu-ch03-pack-00.txt
j03-3-11	3-11	0	0	(1) 法人と国外関連者との間で行われた役務提供が次に掲げる要件の全てを満たす場合には、その対価の額を独立企業間価格として取り扱う。 イ 当該役務提供が支援的な性質のものであり、当該法人及び国外関連者が属する企業グループの中核的事業活動に直	packs/jimu-ch03-pack-00.txt
j03-3-12	3-12	0	0	調査において無形資産が法人又は国外関連者の所得にどの程度寄与しているかを検討するに当たっては、例えば、次に掲げる重要な価値を有し所得の源泉となるものを総合的に勘案することに留意する。 イ 技術革新を要因として形成される特許権、営業秘密等 ロ	packs/jimu-ch03-pack-00.txt
j03-3-13	3-13	0	0	無形資産の使用許諾取引等について調査を行う場合には、無形資産の法的な所有関係のみならず、無形資産を形成、維持又は発展（以下「形成等」という。）させるための活動において法人又は国外関連者の行った貢献の程度も勘案する必要があることに留意する。 	packs/jimu-ch03-pack-00.txt
j03-3-14	3-14	0	0	法人又は国外関連者のいずれか一方が保有する無形資産を他方が使用している場合で、当事者間でその使用に関する取決めがないときは、譲渡があったと認められる場合を除き、当該無形資産の使用許諾取引があるものとして当該取引に係る独立企業間価格の算定を行	packs/jimu-ch03-pack-00.txt
j03-3-15	3-15	0	0	費用分担契約とは、契約の当事者が、それぞれの行う事業において生ずる収益の増加、費用の減少その他の便益を得ることを目的として、無形資産又は有形資産の開発、生産又は取得及び役務の開発、提供又は受領を共同で行うこと（以下「共同活動」という。）を約	packs/jimu-ch03-pack-00.txt
j03-3-16	3-16	0	0	(1) 費用分担契約の当事者である法人及び国外関連者（以下「参加者」という。）が、当該費用分担契約に基づき共同活動を行う場合において、当該共同活動により当該参加者それぞれの事業において生ずると予測される収益の増加、費用の減少その他の便益（以	packs/jimu-ch03-pack-00.txt
j03-3-17	3-17	0	0	費用分担契約に基づいて行われた国外関連取引について調査を行う場合には、措置法通達66の４(3)−３に掲げる諸要素等に基づいて当該国外関連取引の内容等を的確に把握し、例えば次に掲げる点に留意の上、移転価格税制上の問題の有無を検討する。 (1)	packs/jimu-ch03-pack-01.txt
j03-3-18	3-18	0	0	参加者が、費用分担契約における共同活動において当該参加者の保有する既存の無形資産（当該費用分担契約を通じて取得・開発された無形資産以外の無形資産をいう。以下同じ。）を使用している場合には、当該既存の無形資産を保有する参加者において、当該既存	packs/jimu-ch03-pack-01.txt
