id	pid	page_start	page_end	snippet	core
j04-4-1	4-1	0	0	最も適切な方法の選定のための検討を行う場合には、措置法通達66の4(3)-3に掲げる諸要素等に基づいて国外関連取引の内容等を的確に把握し、措置法通達66の4(2)-1(1)から(4)までに掲げる点等を勘案して当該国外関連取引に係る比較対象取	packs/jimu-ch04-pack-00.txt
j04-4-10	4-10	0	0	残余利益分割法の適用に当たり、措置法施行令第39条の12第8項第1号ハ(1)に掲げる金額（以下「基本的利益」という。）については、同号ハ(1)に規定する「第6項、前項又は次号から第5号までに規定する必要な調整を加えないものとした場合のこれら	packs/jimu-ch04-pack-00.txt
j04-4-11	4-11	0	0	国外関連取引と非関連者間取引との差異が措置法第66条の4第2項第1号イに規定する対価の額又は同号ロ及びハに規定する通常の利益率の算定に影響を及ぼす場合であっても、措置法施行令第39条の12第8項第2号から第5号までに規定する割合の算定におい	packs/jimu-ch04-pack-00.txt
j04-4-12	4-12	0	0	取引単位営業利益法により独立企業間価格を算定する場合の「国外関連取引に係る棚卸資産の販売のために要した販売費及び一般管理費」には、その販売に直接に要した費用のほか、間接に要した費用が含まれることに留意する。この場合において、国外関連取引及び	packs/jimu-ch04-pack-00.txt
j04-4-13	4-13	0	0	ディスカウント・キャッシュ・フロー法の適用に当たり、独立企業間価格を算定するための前提となる事項については、検証可能で合理的なものである必要があるから、これについて検証を行う場合には、例えば、次の点に留意する。 (1) 予測利益の金額が、国	packs/jimu-ch04-pack-00.txt
j04-4-14	4-14	0	0	(1) 措置法施行令第39条の12第20項第1号に掲げる方法の適用に当たっては、措置法通達66の4(5)-1から66の4(5)-3(為替の換算)までの取扱いを準用することとし、原則として法人及び国外関連者が属する企業集団の連結財務諸表におけ	packs/jimu-ch04-pack-00.txt
j04-4-15	4-15	0	0	措置法第66条の4第8項の規定の適用に当たっては、次の点に留意する。 (1) 国外関連取引に係る無形資産が、例えば、当該国外関連取引が行われた時において、次の特徴を有しているなど、当該国外関連取引が同項の規定の適用対象となる可能性がある場合	packs/jimu-ch04-pack-00.txt
j04-4-2	4-2	0	0	独立企業間価格の算定方法のうち、国外関連取引と比較対象取引の価格を直接比較する独立価格比準法（独立価格比準法と同等の方法を含む。以下同じ。）は、独立企業間価格を最も直接的に算定することができる長所を有し、また、売上総利益に係る利益率（措置法	packs/jimu-ch04-pack-00.txt
j04-4-3	4-3	0	0	独立企業間価格の算定方法のうち、ディスカウント・キャッシュ・フロー法（ディスカウント・キャッシュ・フロー法と同等の方法を含む。以下4-13までにおいて同じ。）については、例えば、国外関連取引に係る比較対象取引を見いだすことが困難な場合で、国	packs/jimu-ch04-pack-00.txt
j04-4-4	4-4	0	0	国外関連取引と、比較対象取引又は措置法通達66の4(3)-1(5)に掲げる取引との差異について調整を行う場合には、例えば次に掲げる場合に応じ、それぞれ次に定める方法により行うことができることに留意する。 なお、差異の調整は、その差異が措置法	packs/jimu-ch04-pack-00.txt
j04-4-5	4-5	0	0	(1) 中央値による調整は、4-4(1)から(4)までのような調整を行ってもなお定量的に把握することが困難な差異が存在する場合であって、調整済割合に対する当該差異の影響が軽微であると認められるときに行うことができるのであるが、当該差異の影響	packs/jimu-ch04-pack-00.txt
j04-4-6	4-6	0	0	中央値による調整を行うことができる場合において、国外関連取引の対価の額が、四以上の比較対象取引に係る調整済割合（措置法施行令第39条の12第6項、第7項並びに第8項第1号イ、同号ハ(1)及び第2号から第5号までに規定する「財務省令で定める場	packs/jimu-ch04-pack-00.txt
j04-4-7	4-7	0	0	措置法通達66の4(3)-3の取扱いの適用において、法人又は国外関連者が無形資産の使用を伴う国外関連取引を行っている場合には、比較対象取引の選定に当たり、無形資産の種類、対象範囲、利用態様等の類似性について検討することに留意する。	packs/jimu-ch04-pack-00.txt
j04-4-8	4-8	0	0	国外関連取引に係る比較対象取引が複数存在し、当該比較対象取引に係る価格又は利益率等（国外関連取引と比較対象取引との差異について調整を行う必要がある場合は、当該調整を行った後のものに限る。以下「比較対象利益率等」という。）が形成する一定の幅の	packs/jimu-ch04-pack-00.txt
j04-4-9	4-9	0	0	利益分割法の適用に当たり、法人又は国外関連者の売上原価、販売費及び一般管理費その他の費用のうち国外関連取引及びそれ以外の取引の双方に関連して生じたもの（以下4-9において「共通費用」という。）がある場合には、これらの費用の額を、個々の取引形	packs/jimu-ch04-pack-00.txt
